Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Autonomia 2013;IFGF Autonomia 2013;Ranking Estadual 2014;Ranking IFGF Autonomia 2014;IFGF Autonomia 2014;Ranking Estadual 2015;Ranking IFGF Autonomia 2015;IFGF Autonomia 2015;Ranking Estadual 2016;Ranking IFGF Autonomia 2016;IFGF Autonomia 2016;Ranking Estadual 2017;Ranking IFGF Autonomia 2017;IFGF Autonomia 2017;Ranking Estadual 2018;Ranking IFGF Autonomia 2018;IFGF Autonomia 2018
412600;PR;São Sebastião da Amoreira;213º;1.604º;0,6309;213º;1.536º;0,6324;155º;1.087º;0,8630;271º;1.957º;0,4676;173º;1.243º;0,8260;200º;1.488º;0,7102
412610;PR;São Tomé;234º;1.749º;0,5650;251º;1.839º;0,5091;250º;1.666º;0,6134;250º;1.790º;0,5322;232º;1.615º;0,6612;233º;1.664º;0,6370
412620;PR;Sapopema;294º;2.342º;0,3352;306º;2.449º;0,2858;233º;1.563º;0,6554;281º;2.074º;0,4192;290º;2.131º;0,4620;274º;2.070º;0,4729
412625;PR;Sarandi;168º;1.275º;0,7759;1º;1º;1,0000;162º;1.135º;0,8399;1º;1º;1,0000;1º;1º;1,0000;151º;1.111º;0,8885
412627;PR;Saudade do Iguaçu;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412630;PR;Sengés;121º;978º;0,9373;104º;850º;0,9706;172º;1.192º;0,8159;142º;1.083º;0,8199;1º;1º;1,0000;174º;1.319º;0,7868
412635;PR;Serranópolis do Iguaçu;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412640;PR;Sertaneja;205º;1.548º;0,6518;122º;931º;0,9281;108º;873º;0,9816;194º;1.418º;0,6773;174º;1.249º;0,8224;201º;1.498º;0,7077
412650;PR;Sertanópolis;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412660;PR;Siqueira Campos;186º;1.390º;0,7201;196º;1.435º;0,6772;181º;1.248º;0,7932;147º;1.118º;0,7989;157º;1.144º;0,8795;192º;1.431º;0,7354
412665;PR;Sulina;352º;3.303º;0,0000;300º;2.370º;0,3166;296º;2.292º;0,3615;287º;2.184º;0,3751;284º;2.027º;0,5015;238º;1.748º;0,6009
412667;PR;Tamarana;181º;1.360º;0,7368;nd;nd;nd;130º;943º;0,9412;166º;1.200º;0,7653;178º;1.276º;0,8113;177º;1.328º;0,7829
412670;PR;Tamboara;352º;3.303º;0,0000;327º;2.828º;0,1521;329º;2.674º;0,2295;325º;2.706º;0,2071;312º;2.429º;0,3569;312º;2.603º;0,2798
412680;PR;Tapejara;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;122º;972º;0,8738;1º;1º;1,0000;1º;1º;1,0000
412690;PR;Tapira;192º;1.455º;0,6914;283º;2.178º;0,3811;274º;1.973º;0,4869;272º;1.960º;0,4666;269º;1.863º;0,5652;255º;1.891º;0,5392
412700;PR;Teixeira Soares;235º;1.755º;0,5618;270º;2.008º;0,4443;239º;1.588º;0,6413;258º;1.839º;0,5141;181º;1.285º;0,8048;307º;2.552º;0,2967
412710;PR;Telêmaco Borba;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412720;PR;Terra Boa;119º;968º;0,9407;138º;1.025º;0,8816;184º;1.261º;0,7878;152º;1.142º;0,7898;128º;948º;0,9850;170º;1.252º;0,8163
412730;PR;Terra Rica;1º;1º;1,0000;195º;1.408º;0,6913;193º;1.328º;0,7562;165º;1.181º;0,7728;145º;1.029º;0,9340;1º;1º;1,0000
412740;PR;Terra Roxa;1º;1º;1,0000;182º;1.315º;0,7414;135º;969º;0,9226;99º;835º;0,9394;1º;1º;1,0000;1º;1º;1,0000
412750;PR;Tibagi;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412760;PR;Tijucas do Sul;137º;1.040º;0,9060;141º;1.053º;0,8646;205º;1.385º;0,7328;196º;1.430º;0,6715;234º;1.628º;0,6538;225º;1.594º;0,6653
412770;PR;Toledo;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412780;PR;Tomazina;nd;nd;nd;356º;3.259º;0,0126;309º;2.416º;0,3170;363º;3.432º;0,0000;338º;2.758º;0,2291;319º;2.741º;0,2306
412785;PR;Três Barras do Paraná;114º;946º;0,9535;1º;1º;1,0000;137º;984º;0,9173;128º;997º;0,8614;1º;1º;1,0000;1º;1º;1,0000
412788;PR;Tunas do Paraná;217º;1.619º;0,6207;205º;1.484º;0,6565;245º;1.638º;0,6227;266º;1.894º;0,4927;280º;1.973º;0,5212;286º;2.219º;0,4190
412790;PR;Tuneiras do Oeste;158º;1.176º;0,8320;160º;1.144º;0,8203;1º;1º;1,0000;223º;1.569º;0,6231;191º;1.323º;0,7884;132º;1.024º;0,9306
412795;PR;Tupãssi;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412796;PR;Turvo;139º;1.045º;0,9030;132º;976º;0,9052;189º;1.273º;0,7827;210º;1.501º;0,6447;170º;1.222º;0,8397;136º;1.035º;0,9237
412800;PR;Ubiratã;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412810;PR;Umuarama;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412820;PR;União da Vitória;1º;1º;1,0000;100º;836º;0,9813;1º;1º;1,0000;93º;777º;0,9749;1º;1º;1,0000;123º;976º;0,9591
412830;PR;Uniflor;352º;3.303º;0,0000;357º;3.311º;0,0000;370º;3.416º;0,0000;363º;3.432º;0,0000;377º;3.512º;0,0000;nd;nd;nd
412840;PR;Uraí;nd;nd;nd;209º;1.507º;0,6475;222º;1.481º;0,6834;185º;1.342º;0,7042;264º;1.838º;0,5762;180º;1.350º;0,7711
412850;PR;Wenceslau Braz;200º;1.514º;0,6678;192º;1.394º;0,6986;153º;1.082º;0,8665;161º;1.176º;0,7753;218º;1.516º;0,7024;240º;1.754º;0,5988
412853;PR;Ventania;184º;1.386º;0,7207;151º;1.105º;0,8413;159º;1.121º;0,8475;231º;1.631º;0,6027;239º;1.659º;0,6413;138º;1.040º;0,9220
412855;PR;Vera Cruz do Oeste;125º;993º;0,9280;118º;899º;0,9439;1º;1º;1,0000;112º;913º;0,9014;1º;1º;1,0000;1º;1º;1,0000
412860;PR;Verê;167º;1.263º;0,7846;167º;1.199º;0,7923;124º;926º;0,9532;103º;854º;0,9318;1º;1º;1,0000;1º;1º;1,0000
412862;PR;Alto Paraíso;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
412863;PR;Doutor Ulysses;344º;3.187º;0,0348;330º;2.899º;0,1271;325º;2.581º;0,2609;333º;2.867º;0,1511;311º;2.418º;0,3594;332º;2.974º;0,1510
412865;PR;Virmond;323º;2.846º;0,1448;319º;2.661º;0,2064;340º;2.822º;0,1801;363º;3.432º;0,0000;317º;2.470º;0,3389;350º;3.309º;0,0458
412870;PR;Vitorino;1º;1º;1,0000;108º;862º;0,9646;1º;1º;1,0000;132º;1.029º;0,8477;142º;1.001º;0,9521;1º;1º;1,0000
412880;PR;Xambrê;269º;2.062º;0,4433;289º;2.219º;0,3665;260º;1.790º;0,5593;262º;1.879º;0,4996;277º;1.955º;0,5279;264º;1.982º;0,5094
420005;SC;Abdon Batista;108º;975º;0,9383;235º;2.074º;0,4162;279º;2.684º;0,2239;168º;1.455º;0,6583;114º;930º;0,9948;143º;1.158º;0,8633
420010;SC;Abelardo Luz;186º;1.660º;0,6043;127º;1.170º;0,8057;128º;1.118º;0,8491;123º;1.021º;0,8514;122º;990º;0,9590;1º;1º;1,0000
420020;SC;Agrolândia;98º;917º;0,9729;100º;912º;0,9368;116º;999º;0,9094;141º;1.216º;0,7600;162º;1.367º;0,7706;163º;1.344º;0,7736
420030;SC;Agronômica;229º;2.012º;0,4624;227º;1.985º;0,4516;256º;2.241º;0,3797;262º;2.333º;0,3238;278º;2.642º;0,2706;270º;2.464º;0,3263
420040;SC;Água Doce;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420050;SC;Águas de Chapecó;172º;1.502º;0,6726;187º;1.620º;0,5918;204º;1.798º;0,5557;207º;1.776º;0,5383;203º;1.701º;0,6247;153º;1.259º;0,8120
420055;SC;Águas Frias;150º;1.340º;0,7447;155º;1.362º;0,7156;183º;1.557º;0,6571;178º;1.536º;0,6335;194º;1.584º;0,6766;162º;1.341º;0,7770
420060;SC;Águas Mornas;151º;1.344º;0,7435;121º;1.143º;0,8205;216º;1.863º;0,5305;150º;1.273º;0,7332;189º;1.538º;0,6956;183º;1.544º;0,6908
420070;SC;Alfredo Wagner;244º;2.129º;0,4183;224º;1.956º;0,4633;244º;2.152º;0,4088;213º;1.825º;0,5189;210º;1.812º;0,5862;nd;nd;nd
420075;SC;Alto Bela Vista;216º;1.904º;0,5052;242º;2.149º;0,3927;252º;2.224º;0,3872;265º;2.363º;0,3139;260º;2.342º;0,3835;242º;2.021º;0,4941
420080;SC;Anchieta;nd;nd;nd;136º;1.237º;0,7776;155º;1.324º;0,7580;146º;1.251º;0,7440;165º;1.376º;0,7638;150º;1.222º;0,8329
420090;SC;Angelina;209º;1.868º;0,5207;211º;1.855º;0,5023;191º;1.682º;0,6070;228º;1.940º;0,4731;221º;1.897º;0,5519;221º;1.796º;0,5805
420100;SC;Anita Garibaldi;267º;2.462º;0,2865;222º;1.938º;0,4709;188º;1.637º;0,6229;205º;1.765º;0,5447;268º;2.438º;0,3537;nd;nd;nd
420110;SC;Anitápolis;259º;2.309º;0,3476;260º;2.373º;0,3150;275º;2.566º;0,2668;267º;2.403º;0,3019;225º;1.931º;0,5376;259º;2.239º;0,4114
420120;SC;Antônio Carlos;1º;1º;1,0000;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420125;SC;Apiúna;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420127;SC;Arabutã;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd
420130;SC;Araquari;205º;1.832º;0,5333;150º;1.325º;0,7381;157º;1.331º;0,7552;130º;1.068º;0,8296;1º;1º;1,0000;182º;1.542º;0,6912
420140;SC;Araranguá;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;96º;804º;0,9625;1º;1º;1,0000;1º;1º;1,0000
420150;SC;Armazém;222º;1.980º;0,4772;204º;1.746º;0,5461;240º;2.126º;0,4196;233º;2.000º;0,4489;220º;1.891º;0,5535;225º;1.811º;0,5733
420160;SC;Arroio Trinta;109º;985º;0,9324;153º;1.346º;0,7220;nd;nd;nd;193º;1.672º;0,5844;241º;2.059º;0,4922;224º;1.808º;0,5740
420165;SC;Arvoredo;1º;1º;1,0000;1º;1º;1,0000;100º;875º;0,9811;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420170;SC;Ascurra;241º;2.103º;0,4259;207º;1.793º;0,5272;215º;1.861º;0,5317;239º;2.062º;0,4228;247º;2.108º;0,4696;247º;2.062º;0,4762
420180;SC;Atalanta;233º;2.045º;0,4502;232º;2.037º;0,4300;235º;2.055º;0,4464;222º;1.912º;0,4856;239º;2.052º;0,4940;239º;1.965º;0,5150
420190;SC;Aurora;272º;2.615º;0,2273;269º;2.663º;0,2053;280º;2.718º;0,2105;291º;3.295º;0,0331;287º;2.789º;0,2188;268º;2.383º;0,3543
420195;SC;Balneário Arroio do Silva;134º;1.212º;0,8093;152º;1.338º;0,7286;177º;1.527º;0,6652;188º;1.642º;0,5985;202º;1.693º;0,6267;198º;1.644º;0,6455
420200;SC;Balneário Camboriú;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420205;SC;Balneário Barra do Sul;289º;3.303º;0,0000;282º;3.311º;0,0000;291º;3.416º;0,0000;293º;3.432º;0,0000;294º;3.512º;0,0000;288º;3.482º;0,0000
420207;SC;Balneário Gaivota;111º;992º;0,9283;116º;1.042º;0,8717;130º;1.133º;0,8408;97º;806º;0,9607;1º;1º;1,0000;144º;1.160º;0,8624
420208;SC;Bandeirante;268º;2.469º;0,2844;243º;2.161º;0,3894;261º;2.280º;0,3666;249º;2.172º;0,3819;233º;1.998º;0,5127;227º;1.825º;0,5665
420209;SC;Barra Bonita;274º;2.624º;0,2235;249º;2.216º;0,3677;281º;2.823º;0,1800;274º;2.532º;0,2598;271º;2.550º;0,3092;245º;2.040º;0,4863
420210;SC;Barra Velha;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420213;SC;Bela Vista do Toldo;217º;1.919º;0,4997;230º;1.991º;0,4497;217º;1.865º;0,5302;170º;1.461º;0,6569;238º;2.051º;0,4947;265º;2.361º;0,3616
420215;SC;Belmonte;260º;2.314º;0,3470;276º;2.743º;0,1803;285º;3.138º;0,0805;288º;3.125º;0,0792;264º;2.378º;0,3707;253º;2.146º;0,4425
420220;SC;Benedito Novo;103º;942º;0,9560;106º;974º;0,9055;119º;1.022º;0,8951;122º;1.014º;0,8534;130º;1.055º;0,9215;114º;955º;0,9678
420230;SC;Biguaçu;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420240;SC;Blumenau;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420243;SC;Bocaina do Sul;266º;2.447º;0,2958;255º;2.325º;0,3316;269º;2.439º;0,3087;259º;2.313º;0,3286;257º;2.273º;0,4090;258º;2.237º;0,4121
420245;SC;Bombinhas;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420250;SC;Bom Jardim da Serra;237º;2.065º;0,4429;220º;1.914º;0,4814;126º;1.106º;0,8516;1º;1º;1,0000;138º;1.114º;0,8924;128º;1.058º;0,9111
420253;SC;Bom Jesus;199º;1.754º;0,5619;184º;1.584º;0,6092;265º;2.378º;0,3308;254º;2.245º;0,3530;270º;2.465º;0,3403;261º;2.275º;0,3955
420257;SC;Bom Jesus do Oeste;227º;2.002º;0,4684;228º;1.987º;0,4511;226º;1.951º;0,4956;223º;1.927º;0,4794;228º;1.944º;0,5317;204º;1.690º;0,6275
420260;SC;Bom Retiro;193º;1.715º;0,5802;175º;1.510º;0,6467;185º;1.581º;0,6448;159º;1.363º;0,6988;155º;1.261º;0,8178;142º;1.156º;0,8636
420270;SC;Botuverá;1º;1º;1,0000;95º;874º;0,9583;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420280;SC;Braço do Norte;119º;1.081º;0,8843;140º;1.249º;0,7689;122º;1.060º;0,8752;110º;916º;0,9007;112º;926º;0,9972;113º;940º;0,9788
420285;SC;Braço do Trombudo;145º;1.278º;0,7743;117º;1.066º;0,8583;142º;1.254º;0,7901;180º;1.546º;0,6302;181º;1.486º;0,7146;171º;1.444º;0,7294
420287;SC;Brunópolis;250º;2.227º;0,3807;259º;2.365º;0,3175;262º;2.301º;0,3583;235º;2.023º;0,4406;227º;1.937º;0,5352;208º;1.718º;0,6128
420290;SC;Brusque;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420300;SC;Caçador;123º;1.101º;0,8745;143º;1.284º;0,7568;159º;1.347º;0,7471;117º;995º;0,8626;197º;1.606º;0,6668;201º;1.677º;0,6330
420310;SC;Caibi;105º;956º;0,9478;89º;805º;0,9967;104º;910º;0,9620;99º;811º;0,9547;1º;1º;1,0000;1º;1º;1,0000
420315;SC;Calmon;284º;2.980º;0,1009;270º;2.665º;0,2053;268º;2.418º;0,3158;273º;2.486º;0,2719;284º;2.755º;0,2296;278º;2.625º;0,2728
420320;SC;Camboriú;106º;961º;0,9449;nd;nd;nd;106º;933º;0,9475;176º;1.521º;0,6391;166º;1.380º;0,7623;129º;1.059º;0,9099
420325;SC;Capão Alto;159º;1.436º;0,6995;246º;2.195º;0,3759;153º;1.312º;0,7649;152º;1.322º;0,7119;156º;1.280º;0,8088;125º;1.047º;0,9153
420330;SC;Campo Alegre;94º;900º;0,9829;112º;1.007º;0,8878;97º;857º;0,9889;88º;754º;0,9883;1º;1º;1,0000;124º;1.034º;0,9242
420340;SC;Campo Belo do Sul;239º;2.079º;0,4384;250º;2.251º;0,3579;251º;2.221º;0,3877;253º;2.244º;0,3533;215º;1.847º;0,5712;nd;nd;nd
420350;SC;Campo Erê;138º;1.238º;0,7957;113º;1.010º;0,8875;137º;1.177º;0,8221;143º;1.218º;0,7586;142º;1.156º;0,8723;1º;1º;1,0000
420360;SC;Campos Novos;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420370;SC;Canelinha;141º;1.260º;0,7862;149º;1.317º;0,7398;152º;1.303º;0,7694;151º;1.311º;0,7158;160º;1.347º;0,7806;169º;1.414º;0,7440
420380;SC;Canoinhas;93º;899º;0,9829;92º;847º;0,9734;1º;1º;1,0000;98º;807º;0,9606;1º;1º;1,0000;109º;908º;0,9968
420390;SC;Capinzal;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420395;SC;Capivari de Baixo;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd
420400;SC;Catanduvas;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420410;SC;Caxambu do Sul;166º;1.493º;0,6760;163º;1.410º;0,6906;180º;1.547º;0,6589;192º;1.670º;0,5858;148º;1.195º;0,8570;131º;1.066º;0,9073
420415;SC;Celso Ramos;281º;2.829º;0,1494;279º;2.945º;0,1125;289º;3.213º;0,0563;289º;3.132º;0,0770;289º;2.922º;0,1708;285º;2.985º;0,1484
420417;SC;Cerro Negro;283º;2.967º;0,1084;274º;2.704º;0,1899;291º;3.416º;0,0000;290º;3.227º;0,0510;293º;3.433º;0,0197;286º;3.089º;0,1170
420419;SC;Chapadão do Lageado;285º;3.030º;0,0855;282º;3.311º;0,0000;291º;3.416º;0,0000;293º;3.432º;0,0000;294º;3.512º;0,0000;287º;3.197º;0,0820
420420;SC;Chapecó;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420425;SC;Cocal do Sul;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420430;SC;Concórdia;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420435;SC;Cordilheira Alta;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420440;SC;Coronel Freitas;1º;1º;1,0000;1º;1º;1,0000;117º;1.006º;0,9023;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420445;SC;Coronel Martins;256º;2.296º;0,3525;271º;2.669º;0,2047;272º;2.506º;0,2869;281º;2.731º;0,1979;236º;2.009º;0,5084;238º;1.953º;0,5187
420450;SC;Corupá;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;120º;977º;0,9657;115º;962º;0,9640
420455;SC;Correia Pinto;95º;906º;0,9798;108º;979º;0,9041;123º;1.065º;0,8742;126º;1.039º;0,8420;127º;1.024º;0,9381;108º;907º;0,9970
420460;SC;Criciúma;142º;1.270º;0,7793;186º;1.603º;0,6021;231º;2.015º;0,4695;195º;1.701º;0,5741;191º;1.560º;0,6858;202º;1.679º;0,6320
420470;SC;Cunha Porã;1º;1º;1,0000;1º;1º;1,0000;99º;866º;0,9842;89º;758º;0,9870;1º;1º;1,0000;1º;1º;1,0000
420475;SC;Cunhataí;238º;2.069º;0,4404;201º;1.713º;0,5580;233º;2.039º;0,4554;240º;2.071º;0,4202;232º;1.993º;0,5131;222º;1.804º;0,5748
420480;SC;Curitibanos;122º;1.094º;0,8787;125º;1.160º;0,8110;107º;936º;0,9458;100º;812º;0,9543;1º;1º;1,0000;1º;1º;1,0000
420490;SC;Descanso;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420500;SC;Dionísio Cerqueira;219º;1.925º;0,4968;174º;1.496º;0,6537;136º;1.176º;0,8222;121º;1.012º;0,8539;115º;931º;0,9947;110º;913º;0,9946
420510;SC;Dona Emma;278º;2.669º;0,2079;264º;2.414º;0,2976;273º;2.543º;0,2755;268º;2.431º;0,2915;279º;2.643º;0,2704;267º;2.379º;0,3571
420515;SC;Doutor Pedrinho;190º;1.685º;0,5923;236º;2.089º;0,4101;205º;1.800º;0,5549;185º;1.618º;0,6099;199º;1.631º;0,6514;193º;1.605º;0,6615
420517;SC;Entre Rios;286º;3.042º;0,0820;278º;2.832º;0,1511;286º;3.160º;0,0752;284º;2.901º;0,1427;276º;2.630º;0,2743;274º;2.593º;0,2825
420519;SC;Ermo;248º;2.175º;0,3994;nd;nd;nd;218º;1.870º;0,5289;220º;1.896º;0,4925;216º;1.854º;0,5689;232º;1.853º;0,5550
420520;SC;Erval Velho;97º;910º;0,9773;120º;1.135º;0,8254;144º;1.269º;0,7845;111º;918º;0,8984;1º;1º;1,0000;1º;1º;1,0000
420530;SC;Faxinal dos Guedes;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420535;SC;Flor do Sertão;240º;2.084º;0,4343;223º;1.940º;0,4692;227º;1.962º;0,4904;225º;1.935º;0,4741;219º;1.886º;0,5546;226º;1.824º;0,5668
420540;SC;Florianópolis;1º;1º;1,0000;93º;866º;0,9636;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420543;SC;Formosa do Sul;263º;2.371º;0,3242;212º;1.868º;0,4978;210º;1.828º;0,5435;276º;2.584º;0,2438;237º;2.025º;0,5017;215º;1.759º;0,5960
420545;SC;Forquilhinha;113º;1.008º;0,9212;99º;909º;0,9377;118º;1.017º;0,8967;120º;1.005º;0,8597;143º;1.158º;0,8723;154º;1.267º;0,8094
420550;SC;Fraiburgo;92º;897º;0,9841;90º;833º;0,9831;1º;1º;1,0000;95º;798º;0,9653;1º;1º;1,0000;1º;1º;1,0000
420555;SC;Frei Rogério;273º;2.617º;0,2260;267º;2.579º;0,2357;282º;2.870º;0,1662;283º;2.870º;0,1504;285º;2.768º;0,2267;257º;2.199º;0,4235
420560;SC;Galvão;165º;1.491º;0,6767;198º;1.703º;0,5628;249º;2.194º;0,3947;251º;2.212º;0,3661;214º;1.846º;0,5714;214º;1.756º;0,5971
420570;SC;Garopaba;91º;890º;0,9888;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420580;SC;Garuva;154º;1.376º;0,7258;147º;1.310º;0,7456;135º;1.160º;0,8252;125º;1.037º;0,8439;139º;1.147º;0,8779;138º;1.144º;0,8683
420590;SC;Gaspar;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420600;SC;Governador Celso Ramos;120º;1.082º;0,8841;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420610;SC;Grão Pará;104º;952º;0,9514;105º;950º;0,9194;1º;1º;1,0000;108º;906º;0,9050;1º;1º;1,0000;1º;1º;1,0000
420620;SC;Gravatal;nd;nd;nd;248º;2.211º;0,3709;260º;2.269º;0,3708;241º;2.082º;0,4176;267º;2.424º;0,3579;249º;2.114º;0,4526
420630;SC;Guabiruba;99º;921º;0,9707;101º;914º;0,9354;101º;877º;0,9802;1º;1º;1,0000;1º;1º;1,0000;127º;1.057º;0,9113
420640;SC;Guaraciaba;118º;1.070º;0,8878;114º;1.031º;0,8787;112º;965º;0,9234;115º;987º;0,8655;1º;1º;1,0000;1º;1º;1,0000
420650;SC;Guaramirim;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420660;SC;Guarujá do Sul;136º;1.222º;0,8043;122º;1.147º;0,8169;170º;1.429º;0,7099;144º;1.234º;0,7535;125º;1.011º;0,9443;134º;1.094º;0,8969
420665;SC;Guatambú;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420670;SC;Herval d'Oeste;132º;1.207º;0,8151;168º;1.437º;0,6767;162º;1.368º;0,7394;166º;1.452º;0,6587;169º;1.427º;0,7395;190º;1.587º;0,6672
420675;SC;Ibiam;184º;1.629º;0,6147;172º;1.477º;0,6594;253º;2.226º;0,3864;164º;1.442º;0,6665;180º;1.485º;0,7146;194º;1.616º;0,6564
420680;SC;Ibicaré;131º;1.196º;0,8238;103º;923º;0,9306;121º;1.055º;0,8776;129º;1.066º;0,8302;117º;953º;0,9799;151º;1.223º;0,8324
420690;SC;Ibirama;203º;1.819º;0,5373;181º;1.571º;0,6163;190º;1.675º;0,6091;211º;1.814º;0,5234;230º;1.952º;0,5287;233º;1.871º;0,5480
420700;SC;Içara;1º;1º;1,0000;123º;1.150º;0,8155;125º;1.089º;0,8628;127º;1.058º;0,8323;145º;1.185º;0,8619;164º;1.348º;0,7722
420710;SC;Ilhota;148º;1.311º;0,7578;202º;1.739º;0,5490;214º;1.848º;0,5381;182º;1.574º;0,6209;152º;1.210º;0,8502;1º;1º;1,0000
420720;SC;Imaruí;288º;3.101º;0,0625;282º;3.311º;0,0000;291º;3.416º;0,0000;293º;3.432º;0,0000;290º;3.049º;0,1309;277º;2.609º;0,2778
420730;SC;Imbituba;147º;1.310º;0,7579;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420740;SC;Imbuia;174º;1.512º;0,6691;144º;1.287º;0,7561;131º;1.137º;0,8389;136º;1.100º;0,8112;159º;1.343º;0,7823;146º;1.165º;0,8595
420750;SC;Indaial;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420757;SC;Iomerê;127º;1.134º;0,8597;1º;1º;1,0000;96º;846º;0,9927;104º;867º;0,9224;1º;1º;1,0000;1º;1º;1,0000
420760;SC;Ipira;126º;1.116º;0,8669;141º;1.258º;0,7668;156º;1.329º;0,7558;158º;1.359º;0,6994;178º;1.477º;0,7183;157º;1.305º;0,7905
