Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Autonomia 2013;IFGF Autonomia 2013;Ranking Estadual 2014;Ranking IFGF Autonomia 2014;IFGF Autonomia 2014;Ranking Estadual 2015;Ranking IFGF Autonomia 2015;IFGF Autonomia 2015;Ranking Estadual 2016;Ranking IFGF Autonomia 2016;IFGF Autonomia 2016;Ranking Estadual 2017;Ranking IFGF Autonomia 2017;IFGF Autonomia 2017;Ranking Estadual 2018;Ranking IFGF Autonomia 2018;IFGF Autonomia 2018
420765;SC;Iporã do Oeste;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420768;SC;Ipuaçu;116º;1.052º;0,8987;107º;978º;0,9043;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420770;SC;Ipumirim;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420775;SC;Iraceminha;204º;1.823º;0,5363;180º;1.566º;0,6202;203º;1.785º;0,5603;186º;1.620º;0,6096;179º;1.484º;0,7150;165º;1.368º;0,7632
420780;SC;Irani;152º;1.347º;0,7423;119º;1.110º;0,8390;113º;972º;0,9215;114º;941º;0,8886;150º;1.201º;0,8543;122º;981º;0,9568
420785;SC;Irati;264º;2.378º;0,3215;257º;2.335º;0,3283;255º;2.240º;0,3798;238º;2.046º;0,4305;253º;2.215º;0,4288;264º;2.353º;0,3643
420790;SC;Irineópolis;175º;1.540º;0,6546;193º;1.676º;0,5746;174º;1.474º;0,6869;156º;1.347º;0,7021;204º;1.711º;0,6199;206º;1.700º;0,6213
420800;SC;Itá;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420810;SC;Itaiópolis;96º;907º;0,9792;1º;1º;1,0000;1º;1º;1,0000;87º;750º;0,9925;1º;1º;1,0000;111º;917º;0,9927
420820;SC;Itajaí;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420830;SC;Itapema;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420840;SC;Itapiranga;1º;1º;1,0000;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420845;SC;Itapoá;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420850;SC;Ituporanga;117º;1.060º;0,8939;1º;1º;1,0000;1º;1º;1,0000;86º;749º;0,9932;131º;1.060º;0,9170;130º;1.062º;0,9093
420860;SC;Jaborá;1º;1º;1,0000;126º;1.169º;0,8071;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420870;SC;Jacinto Machado;162º;1.471º;0,6842;132º;1.207º;0,7896;115º;997º;0,9101;133º;1.087º;0,8164;135º;1.100º;0,8975;132º;1.084º;0,9020
420880;SC;Jaguaruna;197º;1.744º;0,5657;231º;2.017º;0,4397;193º;1.699º;0,6019;242º;2.097º;0,4112;201º;1.657º;0,6417;180º;1.538º;0,6930
420890;SC;Jaraguá do Sul;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420895;SC;Jardinópolis;230º;2.013º;0,4621;217º;1.896º;0,4877;242º;2.148º;0,4099;221º;1.909º;0,4867;242º;2.066º;0,4906;234º;1.877º;0,5449
420900;SC;Joaçaba;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420910;SC;Joinville;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420915;SC;José Boiteux;276º;2.653º;0,2126;258º;2.347º;0,3248;284º;3.096º;0,0913;287º;3.023º;0,1081;286º;2.772º;0,2257;275º;2.595º;0,2824
420917;SC;Jupiá;257º;2.297º;0,3521;261º;2.387º;0,3094;274º;2.561º;0,2681;279º;2.656º;0,2214;282º;2.710º;0,2483;279º;2.628º;0,2721
420920;SC;Lacerdópolis;157º;1.416º;0,7073;138º;1.244º;0,7749;143º;1.256º;0,7900;140º;1.214º;0,7610;140º;1.151º;0,8765;133º;1.085º;0,9015
420930;SC;Lages;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
420940;SC;Laguna;188º;1.669º;0,6014;218º;1.902º;0,4857;254º;2.231º;0,3846;277º;2.606º;0,2342;211º;1.818º;0,5843;203º;1.686º;0,6295
420945;SC;Lajeado Grande;224º;1.991º;0,4737;188º;1.623º;0,5911;209º;1.826º;0,5437;230º;1.967º;0,4642;195º;1.593º;0,6727;176º;1.495º;0,7086
420950;SC;Laurentino;146º;1.308º;0,7606;109º;988º;0,8980;175º;1.476º;0,6865;173º;1.491º;0,6482;190º;1.549º;0,6908;172º;1.445º;0,7277
420960;SC;Lauro Müller;215º;1.897º;0,5080;241º;2.141º;0,3970;173º;1.459º;0,6948;212º;1.817º;0,5228;207º;1.754º;0,6035;137º;1.125º;0,8816
420970;SC;Lebon Régis;253º;2.260º;0,3666;253º;2.296º;0,3407;243º;2.149º;0,4092;256º;2.291º;0,3343;265º;2.386º;0,3680;254º;2.179º;0,4307
420980;SC;Leoberto Leal;261º;2.359º;0,3273;263º;2.395º;0,3084;263º;2.312º;0,3554;252º;2.235º;0,3572;255º;2.242º;0,4173;252º;2.134º;0,4468
420985;SC;Lindóia do Sul;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;92º;791º;0,9705;1º;1º;1,0000;nd;nd;nd
420990;SC;Lontras;223º;1.981º;0,4765;210º;1.818º;0,5175;230º;2.014º;0,4698;244º;2.123º;0,3985;258º;2.296º;0,4018;263º;2.311º;0,3790
421000;SC;Luiz Alves;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;85º;748º;0,9938;1º;1º;1,0000;1º;1º;1,0000
421003;SC;Luzerna;133º;1.208º;0,8150;139º;1.245º;0,7727;140º;1.229º;0,8006;142º;1.217º;0,7592;123º;995º;0,9568;1º;1º;1,0000
421005;SC;Macieira;249º;2.191º;0,3941;240º;2.134º;0,3999;246º;2.182º;0,4004;257º;2.293º;0,3337;251º;2.190º;0,4379;256º;2.184º;0,4292
421010;SC;Mafra;128º;1.147º;0,8527;130º;1.196º;0,7938;154º;1.318º;0,7607;175º;1.517º;0,6409;187º;1.527º;0,6984;185º;1.557º;0,6855
421020;SC;Major Gercino;270º;2.514º;0,2700;265º;2.517º;0,2578;267º;2.399º;0,3244;269º;2.446º;0,2871;274º;2.582º;0,2969;283º;2.774º;0,2185
421030;SC;Major Vieira;171º;1.501º;0,6728;154º;1.357º;0,7179;141º;1.249º;0,7930;165º;1.445º;0,6625;158º;1.332º;0,7854;159º;1.324º;0,7844
421040;SC;Maracajá;164º;1.481º;0,6818;176º;1.529º;0,6362;169º;1.425º;0,7120;181º;1.565º;0,6245;171º;1.438º;0,7330;173º;1.460º;0,7213
421050;SC;Maravilha;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421055;SC;Marema;163º;1.473º;0,6837;151º;1.329º;0,7352;187º;1.636º;0,6233;167º;1.453º;0,6585;193º;1.576º;0,6799;155º;1.276º;0,8038
421060;SC;Massaranduba;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421070;SC;Matos Costa;289º;3.303º;0,0000;280º;3.100º;0,0686;287º;3.183º;0,0655;292º;3.394º;0,0104;291º;3.075º;0,1209;282º;2.688º;0,2503
421080;SC;Meleiro;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;119º;1.001º;0,8608;1º;1º;1,0000;1º;1º;1,0000
421085;SC;Mirim Doce;245º;2.130º;0,4183;244º;2.166º;0,3862;257º;2.250º;0,3768;260º;2.326º;0,3247;261º;2.345º;0,3831;248º;2.067º;0,4746
421090;SC;Modelo;185º;1.657º;0,6052;189º;1.626º;0,5902;184º;1.565º;0,6514;171º;1.463º;0,6564;168º;1.400º;0,7523;168º;1.404º;0,7496
421100;SC;Mondaí;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421105;SC;Monte Carlo;194º;1.719º;0,5777;185º;1.601º;0,6026;211º;1.835º;0,5415;219º;1.861º;0,5073;212º;1.837º;0,5766;184º;1.553º;0,6873
421110;SC;Monte Castelo;208º;1.862º;0,5228;233º;2.050º;0,4263;229º;2.009º;0,4718;237º;2.038º;0,4334;1º;1º;1,0000;178º;1.531º;0,6954
421120;SC;Morro da Fumaça;1º;1º;1,0000;173º;1.487º;0,6561;186º;1.626º;0,6270;270º;2.471º;0,2755;235º;2.008º;0,5088;209º;1.723º;0,6109
421125;SC;Morro Grande;115º;1.041º;0,9055;1º;1º;1,0000;168º;1.410º;0,7201;149º;1.264º;0,7372;128º;1.026º;0,9362;1º;1º;1,0000
421130;SC;Navegantes;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421140;SC;Nova Erechim;1º;1º;1,0000;115º;1.040º;0,8734;138º;1.178º;0,8221;134º;1.092º;0,8150;137º;1.112º;0,8936;117º;966º;0,9623
421145;SC;Nova Itaberaba;121º;1.092º;0,8800;1º;1º;1,0000;102º;888º;0,9743;112º;939º;0,8902;118º;971º;0,9706;107º;906º;0,9994
421150;SC;Nova Trento;114º;1.016º;0,9174;96º;878º;0,9555;1º;1º;1,0000;128º;1.059º;0,8319;121º;984º;0,9628;126º;1.054º;0,9118
421160;SC;Nova Veneza;1º;1º;1,0000;104º;939º;0,9247;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421165;SC;Novo Horizonte;201º;1.790º;0,5451;162º;1.409º;0,6912;220º;1.873º;0,5281;210º;1.813º;0,5240;281º;2.665º;0,2627;207º;1.705º;0,6193
421170;SC;Orleans;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421175;SC;Otacílio Costa;1º;1º;1,0000;177º;1.538º;0,6309;236º;2.072º;0,4393;246º;2.139º;0,3919;244º;2.099º;0,4736;212º;1.736º;0,6063
421180;SC;Ouro;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421185;SC;Ouro Verde;228º;2.006º;0,4645;215º;1.884º;0,4930;207º;1.806º;0,5532;224º;1.934º;0,4750;209º;1.782º;0,5936;231º;1.839º;0,5607
421187;SC;Paial;214º;1.896º;0,5093;237º;2.090º;0,4101;238º;2.086º;0,4333;272º;2.483º;0,2719;256º;2.257º;0,4115;246º;2.041º;0,4847
421189;SC;Painel;275º;2.652º;0,2132;268º;2.636º;0,2164;258º;2.252º;0,3764;261º;2.328º;0,3242;277º;2.635º;0,2729;281º;2.677º;0,2547
421190;SC;Palhoça;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421200;SC;Palma Sola;182º;1.627º;0,6151;195º;1.691º;0,5681;198º;1.734º;0,5807;199º;1.719º;0,5671;146º;1.187º;0,8600;149º;1.210º;0,8375
421205;SC;Palmeira;251º;2.233º;0,3796;197º;1.701º;0,5632;197º;1.727º;0,5843;250º;2.199º;0,3703;269º;2.453º;0,3471;269º;2.447º;0,3336
421210;SC;Palmitos;107º;973º;0,9386;1º;1º;1,0000;1º;1º;1,0000;93º;793º;0,9698;1º;1º;1,0000;1º;1º;1,0000
421220;SC;Papanduva;1º;1º;1,0000;111º;1.001º;0,8896;110º;951º;0,9334;106º;875º;0,9180;1º;1º;1,0000;1º;1º;1,0000
421223;SC;Paraíso;221º;1.965º;0,4836;192º;1.673º;0,5750;200º;1.765º;0,5702;216º;1.837º;0,5145;200º;1.645º;0,6454;210º;1.724º;0,6108
421225;SC;Passo de Torres;207º;1.839º;0,5324;179º;1.560º;0,6247;178º;1.532º;0,6638;177º;1.532º;0,6354;218º;1.883º;0,5557;191º;1.588º;0,6670
421227;SC;Passos Maia;211º;1.884º;0,5142;145º;1.291º;0,7556;151º;1.300º;0,7701;138º;1.189º;0,7684;124º;1.006º;0,9466;118º;971º;0,9607
421230;SC;Paulo Lopes;269º;2.474º;0,2834;239º;2.115º;0,4051;266º;2.389º;0,3273;247º;2.151º;0,3887;245º;2.103º;0,4727;251º;2.121º;0,4509
421240;SC;Pedras Grandes;218º;1.922º;0,4982;191º;1.659º;0,5776;213º;1.842º;0,5395;227º;1.939º;0,4731;252º;2.211º;0,4298;241º;1.978º;0,5099
421250;SC;Penha;161º;1.470º;0,6843;nd;nd;nd;1º;1º;1,0000;132º;1.082º;0,8210;1º;1º;1,0000;1º;1º;1,0000
421260;SC;Peritiba;183º;1.628º;0,6150;183º;1.580º;0,6101;202º;1.782º;0,5619;190º;1.652º;0,5946;185º;1.509º;0,7057;199º;1.650º;0,6430
421265;SC;Pescaria Brava;289º;3.303º;0,0000;282º;3.311º;0,0000;288º;3.189º;0,0628;278º;2.611º;0,2333;292º;3.210º;0,0823;280º;2.636º;0,2690
421270;SC;Petrolândia;187º;1.661º;0,6042;190º;1.647º;0,5831;195º;1.715º;0,5888;174º;1.494º;0,6472;182º;1.488º;0,7144;197º;1.638º;0,6470
421280;SC;Balneário Piçarras;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421290;SC;Pinhalzinho;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421300;SC;Pinheiro Preto;189º;1.679º;0,5976;169º;1.454º;0,6690;145º;1.274º;0,7825;139º;1.201º;0,7646;134º;1.096º;0,8991;120º;974º;0,9599
421310;SC;Piratuba;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421315;SC;Planalto Alegre;195º;1.725º;0,5750;159º;1.392º;0,6993;146º;1.275º;0,7824;202º;1.759º;0,5473;172º;1.440º;0,7323;160º;1.330º;0,7825
421320;SC;Pomerode;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421330;SC;Ponte Alta;169º;1.498º;0,6742;133º;1.209º;0,7884;172º;1.444º;0,7010;203º;1.761º;0,5462;196º;1.605º;0,6669;167º;1.397º;0,7517
421335;SC;Ponte Alta do Norte;225º;1.992º;0,4732;254º;2.309º;0,3369;224º;1.935º;0,5011;189º;1.644º;0,5971;184º;1.508º;0,7074;179º;1.536º;0,6936
421340;SC;Ponte Serrada;140º;1.255º;0,7893;156º;1.365º;0,7142;163º;1.371º;0,7372;162º;1.399º;0,6848;154º;1.259º;0,8197;140º;1.153º;0,8640
421350;SC;Porto Belo;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421360;SC;Porto União;143º;1.273º;0,7774;167º;1.433º;0,6785;108º;945º;0,9397;109º;909º;0,9040;119º;972º;0,9688;1º;1º;1,0000
421370;SC;Pouso Redondo;191º;1.701º;0,5883;199º;1.705º;0,5621;132º;1.153º;0,8285;157º;1.358º;0,6998;151º;1.206º;0,8524;152º;1.235º;0,8236
421380;SC;Praia Grande;181º;1.621º;0,6186;142º;1.268º;0,7642;182º;1.555º;0,6575;217º;1.843º;0,5125;205º;1.712º;0,6198;161º;1.332º;0,7801
421390;SC;Presidente Castello Branco;196º;1.740º;0,5663;178º;1.542º;0,6290;189º;1.654º;0,6188;194º;1.697º;0,5750;198º;1.610º;0,6650;188º;1.574º;0,6759
421400;SC;Presidente Getúlio;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421410;SC;Presidente Nereu;280º;2.801º;0,1593;275º;2.724º;0,1852;278º;2.672º;0,2298;285º;2.924º;0,1353;288º;2.854º;0,1926;284º;2.809º;0,2073
421415;SC;Princesa;247º;2.158º;0,4050;234º;2.068º;0,4177;219º;1.871º;0,5283;209º;1.803º;0,5272;176º;1.463º;0,7230;186º;1.567º;0,6788
421420;SC;Quilombo;112º;1.003º;0,9244;124º;1.155º;0,8123;120º;1.031º;0,8919;102º;823º;0,9490;1º;1º;1,0000;1º;1º;1,0000
421430;SC;Rancho Queimado;234º;2.047º;0,4496;238º;2.097º;0,4091;228º;1.985º;0,4829;204º;1.764º;0,5448;188º;1.528º;0,6983;220º;1.791º;0,5815
421440;SC;Rio das Antas;89º;879º;0,9933;94º;871º;0,9605;98º;860º;0,9871;105º;868º;0,9219;113º;927º;0,9972;1º;1º;1,0000
421450;SC;Rio do Campo;173º;1.503º;0,6718;205º;1.776º;0,5333;194º;1.703º;0,6011;201º;1.754º;0,5499;222º;1.902º;0,5508;223º;1.805º;0,5747
421460;SC;Rio do Oeste;149º;1.334º;0,7463;157º;1.367º;0,7127;150º;1.294º;0,7745;131º;1.079º;0,8219;1º;1º;1,0000;116º;965º;0,9627
421470;SC;Rio dos Cedros;1º;1º;1,0000;97º;904º;0,9416;133º;1.154º;0,8283;124º;1.031º;0,8453;141º;1.154º;0,8743;136º;1.118º;0,8848
421480;SC;Rio do Sul;nd;nd;nd;91º;846º;0,9739;1º;1º;1,0000;118º;998º;0,8614;133º;1.095º;0,8994;123º;1.027º;0,9277
421490;SC;Rio Fortuna;180º;1.606º;0,6295;221º;1.916º;0,4811;171º;1.430º;0,7090;172º;1.475º;0,6538;149º;1.196º;0,8564;135º;1.114º;0,8874
421500;SC;Rio Negrinho;130º;1.185º;0,8270;158º;1.368º;0,7122;176º;1.513º;0,6698;147º;1.258º;0,7399;175º;1.456º;0,7280;200º;1.661º;0,6381
421505;SC;Rio Rufino;271º;2.612º;0,2279;277º;2.802º;0,1588;270º;2.472º;0,2968;271º;2.472º;0,2750;273º;2.571º;0,3000;271º;2.499º;0,3150
421507;SC;Riqueza;178º;1.568º;0,6420;170º;1.460º;0,6682;221º;1.882º;0,5251;229º;1.945º;0,4717;229º;1.950º;0,5304;205º;1.696º;0,6247
421510;SC;Rodeio;170º;1.500º;0,6728;161º;1.403º;0,6945;179º;1.535º;0,6627;169º;1.457º;0,6579;177º;1.465º;0,7221;166º;1.387º;0,7549
421520;SC;Romelândia;200º;1.774º;0,5539;209º;1.801º;0,5240;201º;1.775º;0,5660;208º;1.783º;0,5359;192º;1.569º;0,6837;219º;1.781º;0,5844
421530;SC;Salete;144º;1.277º;0,7743;165º;1.431º;0,6791;161º;1.359º;0,7423;184º;1.604º;0,6134;161º;1.349º;0,7792;148º;1.206º;0,8383
421535;SC;Saltinho;232º;2.029º;0,4545;229º;1.990º;0,4499;1º;1º;1,0000;234º;2.018º;0,4424;246º;2.105º;0,4721;236º;1.930º;0,5281
421540;SC;Salto Veloso;124º;1.106º;0,8699;164º;1.414º;0,6892;149º;1.292º;0,7755;183º;1.578º;0,6203;183º;1.505º;0,7079;177º;1.516º;0,7035
421545;SC;Sangão;213º;1.891º;0,5110;203º;1.741º;0,5483;192º;1.693º;0,6037;198º;1.717º;0,5684;164º;1.372º;0,7655;195º;1.626º;0,6521
421550;SC;Santa Cecília;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;112º;923º;0,9891
421555;SC;Santa Helena;231º;2.024º;0,4571;219º;1.907º;0,4830;248º;2.185º;0,3999;245º;2.125º;0,3977;243º;2.097º;0,4739;230º;1.836º;0,5621
421560;SC;Santa Rosa de Lima;246º;2.154º;0,4063;262º;2.393º;0,3086;264º;2.353º;0,3416;255º;2.279º;0,3399;259º;2.312º;0,3937;262º;2.310º;0,3796
421565;SC;Santa Rosa do Sul;160º;1.444º;0,6959;nd;nd;nd;237º;2.079º;0,4369;214º;1.829º;0,5174;234º;2.001º;0,5123;216º;1.767º;0,5916
421567;SC;Santa Terezinha;212º;1.890º;0,5111;nd;nd;nd;212º;1.841º;0,5395;232º;1.996º;0,4506;217º;1.880º;0,5581;217º;1.770º;0,5907
421568;SC;Santa Terezinha do Progresso;287º;3.073º;0,0693;281º;3.150º;0,0506;290º;3.300º;0,0288;282º;2.785º;0,1796;283º;2.715º;0,2463;276º;2.606º;0,2792
421569;SC;Santiago do Sul;242º;2.120º;0,4201;252º;2.270º;0,3489;245º;2.176º;0,4034;264º;2.344º;0,3199;263º;2.377º;0,3715;250º;2.118º;0,4515
421570;SC;Santo Amaro da Imperatriz;135º;1.217º;0,8074;137º;1.238º;0,7776;124º;1.078º;0,8687;148º;1.259º;0,7390;132º;1.076º;0,9097;170º;1.416º;0,7425
421575;SC;São Bernardino;265º;2.397º;0,3119;251º;2.263º;0,3520;250º;2.212º;0,3911;258º;2.298º;0,3323;249º;2.160º;0,4522;235º;1.900º;0,5357
421580;SC;São Bento do Sul;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421590;SC;São Bonifácio;235º;2.049º;0,4493;214º;1.879º;0,4936;208º;1.820º;0,5466;218º;1.856º;0,5083;223º;1.920º;0,5431;237º;1.942º;0,5240
421600;SC;São Carlos;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421605;SC;São Cristóvão do Sul;206º;1.833º;0,5332;146º;1.301º;0,7499;139º;1.223º;0,8027;137º;1.162º;0,7827;174º;1.448º;0,7298;nd;nd;nd
421610;SC;São Domingos;1º;1º;1,0000;135º;1.235º;0,7796;165º;1.398º;0,7255;160º;1.365º;0,6981;1º;1º;1,0000;1º;1º;1,0000
421620;SC;São Francisco do Sul;153º;1.372º;0,7286;nd;nd;nd;147º;1.277º;0,7819;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421625;SC;São João do Oeste;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421630;SC;São João Batista;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;90º;765º;0,9817;1º;1º;1,0000;1º;1º;1,0000
421635;SC;São João do Itaperiú;220º;1.939º;0,4936;208º;1.797º;0,5246;232º;2.018º;0,4675;236º;2.028º;0,4367;224º;1.921º;0,5426;213º;1.751º;0,5999
421640;SC;São João do Sul;236º;2.064º;0,4430;200º;1.712º;0,5581;199º;1.760º;0,5718;197º;1.716º;0,5685;208º;1.779º;0,5945;196º;1.634º;0,6493
421650;SC;São Joaquim;198º;1.750º;0,5645;171º;1.464º;0,6666;164º;1.382º;0,7330;215º;1.836º;0,5149;157º;1.329º;0,7860;156º;1.298º;0,7940
421660;SC;São José;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421670;SC;São José do Cedro;110º;986º;0,9320;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421680;SC;São José do Cerrito;243º;2.127º;0,4186;226º;1.973º;0,4557;148º;1.284º;0,7787;155º;1.338º;0,7056;226º;1.932º;0,5375;229º;1.831º;0,5639
421690;SC;São Lourenço do Oeste;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;94º;795º;0,9679;1º;1º;1,0000;1º;1º;1,0000
421700;SC;São Ludgero;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421710;SC;São Martinho;255º;2.284º;0,3574;256º;2.332º;0,3298;247º;2.184º;0,4003;243º;2.121º;0,3989;248º;2.136º;0,4586;255º;2.180º;0,4300
421715;SC;São Miguel da Boa Vista;279º;2.778º;0,1677;273º;2.691º;0,1960;283º;2.969º;0,1372;286º;2.992º;0,1168;280º;2.654º;0,2661;272º;2.548º;0,2985
421720;SC;São Miguel do Oeste;101º;929º;0,9671;1º;1º;1,0000;114º;983º;0,9179;107º;892º;0,9120;1º;1º;1,0000;1º;1º;1,0000
421725;SC;São Pedro de Alcântara;202º;1.794º;0,5443;196º;1.692º;0,5674;206º;1.803º;0,5538;231º;1.994º;0,4510;240º;2.056º;0,4926;244º;2.030º;0,4905
421730;SC;Saudades;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421740;SC;Schroeder;1º;1º;1,0000;1º;1º;1,0000;105º;916º;0,9585;91º;783º;0,9730;116º;938º;0,9903;145º;1.162º;0,8623
421750;SC;Seara;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421755;SC;Serra Alta;158º;1.424º;0,7047;182º;1.579º;0,6103;167º;1.407º;0,7212;153º;1.327º;0,7110;147º;1.193º;0,8585;187º;1.570º;0,6784
421760;SC;Siderópolis;137º;1.235º;0,7963;118º;1.099º;0,8453;134º;1.155º;0,8280;161º;1.367º;0,6959;186º;1.519º;0,7017;189º;1.580º;0,6723
421770;SC;Sombrio;129º;1.155º;0,8484;134º;1.219º;0,7849;129º;1.126º;0,8454;135º;1.099º;0,8120;136º;1.111º;0,8940;139º;1.145º;0,8678
421775;SC;Sul Brasil;226º;2.001º;0,4689;213º;1.873º;0,4957;234º;2.051º;0,4502;200º;1.734º;0,5618;213º;1.840º;0,5759;192º;1.604º;0,6618
421780;SC;Taió;100º;924º;0,9696;102º;921º;0,9319;103º;897º;0,9681;103º;846º;0,9350;129º;1.027º;0,9359;121º;975º;0,9597
421790;SC;Tangará;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421795;SC;Tigrinhos;282º;2.956º;0,1125;266º;2.533º;0,2520;276º;2.583º;0,2608;275º;2.573º;0,2474;262º;2.365º;0,3747;266º;2.365º;0,3600
421800;SC;Tijucas;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421810;SC;Timbé do Sul;156º;1.415º;0,7074;194º;1.682º;0,5718;241º;2.136º;0,4160;179º;1.539º;0,6323;144º;1.164º;0,8697;147º;1.180º;0,8483
421820;SC;Timbó;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
421825;SC;Timbó Grande;262º;2.368º;0,3244;225º;1.962º;0,4601;196º;1.716º;0,5885;196º;1.702º;0,5740;254º;2.230º;0,4233;218º;1.772º;0,5905
421830;SC;Três Barras;139º;1.244º;0,7930;128º;1.178º;0,8020;111º;961º;0,9269;116º;992º;0,8636;1º;1º;1,0000;119º;973º;0,9600
421835;SC;Treviso;176º;1.552º;0,6508;129º;1.191º;0,7953;225º;1.939º;0,4997;145º;1.235º;0,7530;153º;1.214º;0,8476;158º;1.316º;0,7876
421840;SC;Treze de Maio;168º;1.497º;0,6745;166º;1.432º;0,6787;158º;1.333º;0,7547;154º;1.337º;0,7057;163º;1.371º;0,7675;175º;1.490º;0,7099
