Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Investimentos 2013;IFGF Investimentos 2013;Ranking Estadual 2014;Ranking IFGF Investimentos 2014;IFGF Investimentos 2014;Ranking Estadual 2015;Ranking IFGF Investimentos 2015;IFGF Investimentos 2015;Ranking Estadual 2016;Ranking IFGF Investimentos 2016;IFGF Investimentos 2016;Ranking Estadual 2017;Ranking IFGF Investimentos 2017;IFGF Investimentos 2017;Ranking Estadual 2018;Ranking IFGF Investimentos 2018;IFGF Investimentos 2018
355040;SP;São Pedro;306º;2.593º;0,4867;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;42º;573º;0,7039;1º;1º;1,0000
355050;SP;São Pedro do Turvo;415º;3.518º;0,3553;546º;4.387º;0,3273;342º;3.042º;0,3889;384º;3.470º;0,3246;118º;1.561º;0,4517;175º;1.657º;0,5781
355060;SP;São Roque;522º;4.327º;0,2424;624º;5.089º;0,1605;615º;5.111º;0,1054;616º;5.045º;0,0818;261º;2.956º;0,2746;517º;4.415º;0,2237
355070;SP;São Sebastião;237º;2.087º;0,5755;413º;3.326º;0,5005;482º;4.230º;0,2433;205º;2.082º;0,5213;283º;3.152º;0,2561;381º;3.315º;0,3437
355080;SP;São Sebastião da Grama;430º;3.661º;0,3340;225º;1.826º;0,7855;159º;1.613º;0,6001;434º;3.841º;0,2760;377º;3.825º;0,1929;539º;4.545º;0,2048
355090;SP;São Simão;607º;4.947º;0,1413;1º;1º;1,0000;479º;4.201º;0,2469;570º;4.745º;0,1463;612º;5.245º;0,0531;281º;2.501º;0,4428
355100;SP;São Vicente;629º;5.227º;0,0680;627º;5.150º;0,1286;592º;4.951º;0,1398;603º;4.984º;0,0947;548º;4.846º;0,1054;176º;1.674º;0,5748
355110;SP;Sarapuí;360º;3.023º;0,4228;249º;1.982º;0,7499;113º;1.222º;0,6873;101º;1.227º;0,7018;116º;1.526º;0,4592;335º;2.899º;0,3911
355120;SP;Sarutaiá;390º;3.263º;0,3894;400º;3.236º;0,5191;36º;468º;0,9850;493º;4.244º;0,2209;509º;4.660º;0,1243;1º;1º;1,0000
355130;SP;Sebastianópolis do Sul;295º;2.537º;0,4949;385º;3.105º;0,5392;638º;5.308º;0,0379;497º;4.271º;0,2165;501º;4.611º;0,1278;486º;4.173º;0,2472
355140;SP;Serra Azul;1º;1º;1,0000;296º;2.384º;0,6618;613º;5.094º;0,1088;605º;4.995º;0,0923;624º;5.300º;0,0429;347º;3.008º;0,3781
355150;SP;Serrana;596º;4.852º;0,1598;588º;4.737º;0,2577;554º;4.692º;0,1826;628º;5.106º;0,0658;371º;3.799º;0,1950;559º;4.686º;0,1861
355160;SP;Serra Negra;359º;3.015º;0,4235;416º;3.348º;0,4971;305º;2.755º;0,4255;40º;602º;0,9515;151º;1.926º;0,3949;495º;4.234º;0,2416
355170;SP;Sertãozinho;303º;2.573º;0,4898;277º;2.209º;0,6948;232º;2.176º;0,5089;408º;3.645º;0,3024;236º;2.765º;0,2938;568º;4.736º;0,1778
355180;SP;Sete Barras;337º;2.859º;0,4448;330º;2.680º;0,6092;541º;4.615º;0,1927;301º;2.834º;0,4067;254º;2.898º;0,2802;530º;4.476º;0,2150
355190;SP;Severínia;396º;3.325º;0,3807;410º;3.315º;0,5026;440º;3.918º;0,2813;342º;3.134º;0,3675;197º;2.442º;0,3288;438º;3.808º;0,2917
355200;SP;Silveiras;170º;1.573º;0,6747;1º;1º;1,0000;1º;1º;1,0000;219º;2.188º;0,5027;366º;3.756º;0,1986;403º;3.492º;0,3248
355210;SP;Socorro;438º;3.722º;0,3253;258º;2.078º;0,7276;278º;2.501º;0,4605;190º;1.970º;0,5412;253º;2.884º;0,2812;452º;3.922º;0,2791
355220;SP;Sorocaba;351º;2.970º;0,4293;589º;4.740º;0,2567;486º;4.267º;0,2387;481º;4.167º;0,2330;586º;5.054º;0,0808;528º;4.463º;0,2157
355230;SP;Sud Mennucci;249º;2.138º;0,5655;587º;4.732º;0,2582;430º;3.824º;0,2926;210º;2.109º;0,5165;174º;2.172º;0,3634;339º;2.923º;0,3895
355240;SP;Sumaré;604º;4.913º;0,1479;615º;4.977º;0,1929;573º;4.812º;0,1627;298º;2.814º;0,4101;627º;5.308º;0,0417;630º;5.321º;0,0328
355250;SP;Suzano;372º;3.101º;0,4114;477º;3.772º;0,4278;552º;4.679º;0,1845;287º;2.710º;0,4257;266º;3.020º;0,2679;433º;3.751º;0,2981
355255;SP;Suzanápolis;116º;1.147º;0,7807;1º;1º;1,0000;105º;1.149º;0,7052;597º;4.955º;0,1034;358º;3.685º;0,2054;384º;3.348º;0,3400
355260;SP;Tabapuã;264º;2.255º;0,5467;289º;2.329º;0,6726;343º;3.043º;0,3889;188º;1.951º;0,5451;210º;2.578º;0,3130;255º;2.294º;0,4737
355270;SP;Tabatinga;305º;2.589º;0,4872;454º;3.643º;0,4495;476º;4.195º;0,2474;370º;3.379º;0,3361;375º;3.821º;0,1934;258º;2.317º;0,4702
355280;SP;Taboão da Serra;1º;1º;1,0000;1º;1º;1,0000;251º;2.300º;0,4904;429º;3.809º;0,2800;394º;3.918º;0,1862;482º;4.122º;0,2539
355290;SP;Taciba;452º;3.815º;0,3152;446º;3.588º;0,4576;560º;4.734º;0,1744;545º;4.598º;0,1696;204º;2.519º;0,3202;110º;1.203º;0,6753
355300;SP;Taguaí;107º;1.035º;0,8161;242º;1.936º;0,7604;196º;1.913º;0,5525;359º;3.249º;0,3535;335º;3.555º;0,2162;122º;1.296º;0,6554
355310;SP;Taiaçu;208º;1.837º;0,6267;299º;2.396º;0,6599;619º;5.160º;0,0974;566º;4.724º;0,1492;566º;4.953º;0,0933;236º;2.157º;0,4937
355320;SP;Taiúva;211º;1.845º;0,6256;282º;2.253º;0,6865;496º;4.317º;0,2312;55º;740º;0,8819;359º;3.692º;0,2043;75º;892º;0,7639
355330;SP;Tambaú;541º;4.500º;0,2166;478º;3.779º;0,4273;449º;3.989º;0,2732;315º;2.907º;0,3975;379º;3.834º;0,1923;447º;3.894º;0,2821
355340;SP;Tanabi;479º;4.024º;0,2837;529º;4.220º;0,3561;nd;nd;nd;447º;3.939º;0,2636;502º;4.614º;0,1275;377º;3.278º;0,3469
355350;SP;Tapiraí;420º;3.560º;0,3475;394º;3.184º;0,5275;nd;nd;nd;172º;1.790º;0,5755;623º;5.297º;0,0432;198º;1.868º;0,5391
355360;SP;Tapiratiba;308º;2.603º;0,4844;391º;3.166º;0,5296;353º;3.134º;0,3773;391º;3.521º;0,3168;398º;3.933º;0,1851;394º;3.407º;0,3341
355365;SP;Taquaral;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;124º;1.396º;0,6622;178º;2.220º;0,3565;79º;904º;0,7617
355370;SP;Taquaritinga;195º;1.719º;0,6470;108º;1.024º;0,9929;214º;2.054º;0,5294;250º;2.405º;0,4701;193º;2.418º;0,3315;210º;1.978º;0,5219
355380;SP;Taquarituba;209º;1.838º;0,6264;192º;1.590º;0,8315;156º;1.597º;0,6040;323º;2.987º;0,3881;508º;4.648º;0,1251;416º;3.615º;0,3138
355385;SP;Taquarivaí;150º;1.436º;0,7007;383º;3.100º;0,5406;384º;3.395º;0,3455;556º;4.662º;0,1595;248º;2.846º;0,2841;560º;4.687º;0,1859
355390;SP;Tarabai;371º;3.091º;0,4128;204º;1.675º;0,8137;1º;1º;1,0000;85º;1.036º;0,7670;238º;2.769º;0,2931;415º;3.583º;0,3166
355395;SP;Tarumã;262º;2.249º;0,5491;238º;1.920º;0,7626;417º;3.706º;0,3079;412º;3.672º;0,2992;162º;2.026º;0,3811;177º;1.676º;0,5744
355400;SP;Tatuí;282º;2.442º;0,5108;398º;3.223º;0,5210;525º;4.528º;0,2033;534º;4.532º;0,1799;244º;2.791º;0,2903;480º;4.116º;0,2547
355410;SP;Taubaté;247º;2.133º;0,5665;390º;3.159º;0,5307;332º;2.936º;0,4031;332º;3.027º;0,3826;292º;3.213º;0,2496;317º;2.711º;0,4147
355420;SP;Tejupá;290º;2.481º;0,5045;254º;2.045º;0,7350;134º;1.417º;0,6402;82º;999º;0,7769;166º;2.061º;0,3774;107º;1.174º;0,6810
355430;SP;Teodoro Sampaio;319º;2.676º;0,4723;326º;2.648º;0,6128;423º;3.763º;0,2997;343º;3.142º;0,3665;289º;3.195º;0,2517;117º;1.262º;0,6615
355440;SP;Terra Roxa;189º;1.691º;0,6513;1º;1º;1,0000;260º;2.348º;0,4837;229º;2.246º;0,4953;503º;4.624º;0,1269;180º;1.707º;0,5674
355450;SP;Tietê;526º;4.358º;0,2383;607º;4.882º;0,2212;133º;1.407º;0,6422;150º;1.652º;0,6055;589º;5.068º;0,0792;550º;4.627º;0,1945
355460;SP;Timburi;nd;nd;nd;nd;nd;nd;634º;5.262º;0,0589;537º;4.554º;0,1766;83º;1.115º;0,5396;108º;1.192º;0,6776
355465;SP;Torre de Pedra;624º;5.119º;0,1021;1º;1º;1,0000;352º;3.126º;0,3778;nd;nd;nd;40º;562º;0,7098;398º;3.441º;0,3303
355470;SP;Torrinha;130º;1.261º;0,7463;617º;5.019º;0,1781;127º;1.314º;0,6653;1º;1º;1,0000;622º;5.294º;0,0440;92º;1.094º;0,7021
355475;SP;Trabiju;92º;904º;0,8555;358º;2.893º;0,5758;72º;828º;0,8097;631º;5.137º;0,0540;475º;4.430º;0,1432;95º;1.109º;0,6979
355480;SP;Tremembé;416º;3.523º;0,3547;346º;2.808º;0,5867;322º;2.862º;0,4129;251º;2.425º;0,4667;315º;3.433º;0,2276;208º;1.971º;0,5233
355490;SP;Três Fronteiras;69º;715º;0,9301;1º;1º;1,0000;199º;1.944º;0,5457;221º;2.202º;0,5012;125º;1.657º;0,4353;69º;822º;0,7884
355495;SP;Tuiuti;358º;2.998º;0,4258;626º;5.140º;0,1349;535º;4.603º;0,1938;503º;4.294º;0,2128;231º;2.715º;0,2989;194º;1.835º;0,5445
355500;SP;Tupã;106º;1.033º;0,8171;319º;2.591º;0,6230;94º;1.021º;0,7400;470º;4.066º;0,2463;203º;2.508º;0,3211;288º;2.546º;0,4367
355510;SP;Tupi Paulista;432º;3.668º;0,3321;312º;2.521º;0,6366;387º;3.415º;0,3419;483º;4.173º;0,2317;551º;4.862º;0,1031;207º;1.969º;0,5237
355520;SP;Turiúba;436º;3.688º;0,3297;190º;1.578º;0,8347;626º;5.217º;0,0794;492º;4.235º;0,2230;528º;4.754º;0,1140;27º;429º;0,9956
355530;SP;Turmalina;458º;3.850º;0,3103;1º;1º;1,0000;277º;2.500º;0,4606;410º;3.659º;0,3006;87º;1.144º;0,5340;245º;2.227º;0,4838
355535;SP;Ubarana;213º;1.848º;0,6251;220º;1.799º;0,7909;228º;2.166º;0,5102;498º;4.278º;0,2145;168º;2.080º;0,3735;1º;1º;1,0000
355540;SP;Ubatuba;580º;4.735º;0,1794;552º;4.438º;0,3174;397º;3.532º;0,3285;335º;3.086º;0,3750;554º;4.878º;0,1021;605º;4.999º;0,1387
355550;SP;Ubirajara;266º;2.278º;0,5414;396º;3.208º;0,5230;117º;1.246º;0,6807;147º;1.621º;0,6109;223º;2.665º;0,3033;120º;1.284º;0,6570
355560;SP;Uchoa;468º;3.947º;0,2969;348º;2.828º;0,5839;224º;2.144º;0,5132;623º;5.076º;0,0719;276º;3.111º;0,2592;261º;2.343º;0,4658
355570;SP;União Paulista;613º;5.029º;0,1218;139º;1.245º;0,9213;488º;4.284º;0,2358;360º;3.258º;0,3523;628º;5.312º;0,0398;325º;2.785º;0,4047
355580;SP;Urânia;231º;2.022º;0,5897;167º;1.438º;0,8706;335º;2.966º;0,3994;273º;2.585º;0,4430;410º;3.993º;0,1808;307º;2.661º;0,4219
355590;SP;Uru;91º;897º;0,8605;352º;2.845º;0,5819;35º;453º;0,9995;456º;3.975º;0,2592;271º;3.049º;0,2648;188º;1.765º;0,5567
355600;SP;Urupês;387º;3.245º;0,3916;610º;4.916º;0,2110;602º;5.044º;0,1207;594º;4.929º;0,1087;555º;4.885º;0,1016;388º;3.372º;0,3382
355610;SP;Valentim Gentil;158º;1.474º;0,6907;113º;1.058º;0,9815;70º;799º;0,8213;52º;709º;0,8975;41º;563º;0,7096;146º;1.433º;0,6267
355620;SP;Valinhos;482º;4.050º;0,2807;601º;4.849º;0,2293;513º;4.410º;0,2180;450º;3.958º;0,2612;562º;4.931º;0,0961;607º;5.038º;0,1313
355630;SP;Valparaíso;154º;1.454º;0,6960;248º;1.976º;0,7526;139º;1.465º;0,6301;453º;3.966º;0,2601;414º;4.043º;0,1762;422º;3.665º;0,3084
355635;SP;Vargem;531º;4.391º;0,2325;602º;4.850º;0,2292;628º;5.224º;0,0764;353º;3.196º;0,3604;372º;3.806º;0,1944;582º;4.849º;0,1598
355640;SP;Vargem Grande do Sul;537º;4.444º;0,2241;408º;3.297º;0,5065;565º;4.762º;0,1701;562º;4.708º;0,1507;489º;4.525º;0,1355;321º;2.729º;0,4122
355645;SP;Vargem Grande Paulista;467º;3.944º;0,2973;nd;nd;nd;373º;3.313º;0,3557;362º;3.280º;0,3496;357º;3.672º;0,2068;594º;4.917º;0,1504
355650;SP;Várzea Paulista;611º;5.004º;0,1283;593º;4.810º;0,2402;594º;4.962º;0,1377;607º;4.998º;0,0919;218º;2.634º;0,3066;627º;5.301º;0,0544
355660;SP;Vera Cruz;nd;nd;nd;263º;2.122º;0,7164;329º;2.915º;0,4054;252º;2.434º;0,4638;164º;2.031º;0,3803;86º;1.007º;0,7259
355670;SP;Vinhedo;131º;1.269º;0,7442;445º;3.583º;0,4581;420º;3.739º;0,3032;339º;3.097º;0,3729;456º;4.275º;0,1568;532º;4.490º;0,2126
355680;SP;Viradouro;455º;3.821º;0,3148;421º;3.408º;0,4884;357º;3.156º;0,3750;346º;3.153º;0,3653;114º;1.517º;0,4605;196º;1.850º;0,5420
355690;SP;Vista Alegre do Alto;476º;3.995º;0,2895;564º;4.539º;0,2966;612º;5.089º;0,1096;345º;3.151º;0,3658;1º;1º;1,0000;1º;1º;1,0000
355695;SP;Vitória Brasil;61º;618º;0,9713;1º;1º;1,0000;211º;2.024º;0,5328;539º;4.572º;0,1739;124º;1.630º;0,4388;103º;1.161º;0,6847
355700;SP;Votorantim;253º;2.184º;0,5577;475º;3.770º;0,4279;312º;2.775º;0,4232;234º;2.280º;0,4898;195º;2.432º;0,3299;469º;4.022º;0,2649
355710;SP;Votuporanga;1º;1º;1,0000;207º;1.685º;0,8119;53º;574º;0,9226;88º;1.072º;0,7541;50º;678º;0,6612;352º;3.038º;0,3750
355715;SP;Zacarias;167º;1.546º;0,6785;304º;2.452º;0,6506;442º;3.928º;0,2802;378º;3.439º;0,3289;515º;4.696º;0,1208;498º;4.267º;0,2382
355720;SP;Chavantes;377º;3.151º;0,4045;524º;4.191º;0,3640;506º;4.384º;0,2223;602º;4.982º;0,0949;131º;1.711º;0,4282;337º;2.909º;0,3905
355730;SP;Estiva Gerbi;265º;2.260º;0,5449;264º;2.125º;0,7150;54º;588º;0,9150;326º;2.998º;0,3867;322º;3.477º;0,2235;265º;2.379º;0,4598
410010;PR;Abatiá;350º;4.576º;0,2051;304º;3.392º;0,4911;283º;3.176º;0,3727;369º;4.096º;0,2427;368º;4.295º;0,1553;343º;3.581º;0,3169
410020;PR;Adrianópolis;285º;3.671º;0,3319;311º;3.546º;0,4637;205º;2.149º;0,5122;1º;1º;1,0000;148º;1.326º;0,4958;346º;3.628º;0,3120
410030;PR;Agudos do Sul;85º;900º;0,8575;287º;3.114º;0,5373;395º;5.168º;0,0956;357º;3.725º;0,2933;200º;1.847º;0,4066;265º;1.662º;0,5774
410040;PR;Almirante Tamandaré;365º;4.914º;0,1469;373º;4.723º;0,2600;184º;1.857º;0,5610;321º;3.100º;0,3726;257º;2.414º;0,3317;262º;1.622º;0,5851
410045;PR;Altamira do Paraná;172º;2.024º;0,5893;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000
410050;PR;Altônia;nd;nd;nd;280º;3.031º;0,5513;307º;3.429º;0,3403;283º;2.484º;0,4574;295º;2.909º;0,2793;297º;2.261º;0,4786
410060;PR;Alto Paraná;315º;4.086º;0,2759;240º;2.575º;0,6261;356º;4.111º;0,2574;305º;2.866º;0,4017;370º;4.330º;0,1522;310º;2.525º;0,4389
410070;PR;Alto Piquiri;250º;3.061º;0,4162;224º;2.427º;0,6553;92º;928º;0,7714;335º;3.265º;0,3517;201º;1.851º;0,4057;147º;603º;0,8857
410080;PR;Alvorada do Sul;70º;738º;0,9208;123º;1.275º;0,9137;1º;1º;1,0000;178º;1.368º;0,6680;111º;953º;0,5796;1º;1º;1,0000
410090;PR;Amaporã;149º;1.811º;0,6314;137º;1.425º;0,8730;224º;2.410º;0,4760;150º;1.067º;0,7559;84º;606º;0,6905;172º;773º;0,8097
410100;PR;Ampére;58º;657º;0,9538;1º;1º;1,0000;1º;1º;1,0000;173º;1.293º;0,6859;85º;630º;0,6796;118º;455º;0,9765
410105;PR;Anahy;108º;1.204º;0,7623;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;391º;5.060º;0,0798;1º;1º;1,0000
410110;PR;Andirá;341º;4.440º;0,2248;377º;4.879º;0,2219;352º;4.060º;0,2639;243º;1.932º;0,5493;329º;3.407º;0,2301;354º;3.822º;0,2908
410115;PR;Ângulo;148º;1.808º;0,6316;195º;2.120º;0,7168;204º;2.122º;0,5171;325º;3.138º;0,3672;89º;705º;0,6502;1º;1º;1,0000
410120;PR;Antonina;307º;4.027º;0,2834;376º;4.861º;0,2254;196º;2.004º;0,5354;396º;5.124º;0,0585;385º;4.882º;0,1017;nd;nd;nd
410130;PR;Antônio Olinto;174º;2.101º;0,5733;250º;2.666º;0,6102;207º;2.160º;0,5111;269º;2.243º;0,4958;162º;1.441º;0,4748;183º;826º;0,7867
410140;PR;Apucarana;361º;4.796º;0,1689;308º;3.435º;0,4840;268º;2.981º;0,3974;258º;2.084º;0,5208;208º;1.938º;0,3932;351º;3.711º;0,3020
410150;PR;Arapongas;222º;2.713º;0,4664;108º;1.168º;0,9457;353º;4.085º;0,2605;394º;5.054º;0,0800;346º;3.791º;0,1954;336º;3.165º;0,3620
410160;PR;Arapoti;233º;2.860º;0,4447;357º;4.436º;0,3177;346º;3.991º;0,2726;310º;2.925º;0,3955;387º;4.948º;0,0940;382º;5.286º;0,0612
410165;PR;Arapuã;301º;3.962º;0,2944;346º;4.093º;0,3786;83º;806º;0,8188;205º;1.584º;0,6191;258º;2.416º;0,3316;1º;1º;1,0000
410170;PR;Araruna;299º;3.953º;0,2965;305º;3.410º;0,4884;292º;3.252º;0,3627;147º;1.047º;0,7633;34º;219º;0,9424;nd;nd;nd
410180;PR;Araucária;379º;5.215º;0,0721;371º;4.680º;0,2711;376º;4.584º;0,1955;368º;4.070º;0,2458;393º;5.094º;0,0757;372º;4.525º;0,2064
410185;PR;Ariranha do Ivaí;313º;4.078º;0,2769;248º;2.621º;0,6180;260º;2.894º;0,4084;311º;2.941º;0,3939;170º;1.581º;0,4474;1º;1º;1,0000
410190;PR;Assaí;278º;3.590º;0,3429;191º;2.023º;0,7395;95º;966º;0,7567;1º;1º;1,0000;220º;2.043º;0,3794;228º;1.246º;0,6639
410200;PR;Assis Chateaubriand;143º;1.723º;0,6459;182º;1.908º;0,7661;1º;1º;1,0000;189º;1.478º;0,6405;70º;469º;0,7558;1º;1º;1,0000
410210;PR;Astorga;202º;2.477º;0,5050;nd;nd;nd;229º;2.508º;0,4592;300º;2.714º;0,4255;260º;2.449º;0,3283;353º;3.816º;0,2910
410220;PR;Atalaia;1º;1º;1,0000;208º;2.225º;0,6917;146º;1.384º;0,6472;208º;1.631º;0,6096;71º;471º;0,7554;232º;1.309º;0,6520
410230;PR;Balsa Nova;119º;1.303º;0,7333;170º;1.790º;0,7927;152º;1.476º;0,6272;185º;1.433º;0,6512;348º;3.845º;0,1909;367º;4.211º;0,2440
410240;PR;Bandeirantes;57º;646º;0,9610;235º;2.529º;0,6348;176º;1.768º;0,5745;126º;893º;0,8125;277º;2.677º;0,3024;291º;2.171º;0,4906
410250;PR;Barbosa Ferraz;247º;3.003º;0,4248;168º;1.769º;0,7955;147º;1.385º;0,6470;195º;1.508º;0,6343;146º;1.319º;0,4975;1º;1º;1,0000
410260;PR;Barracão;1º;1º;1,0000;1º;1º;1,0000;138º;1.320º;0,6632;130º;916º;0,8064;64º;441º;0,7685;209º;1.027º;0,7210
410270;PR;Barra do Jacaré;139º;1.711º;0,6481;1º;1º;1,0000;65º;630º;0,8940;207º;1.624º;0,6107;106º;848º;0,6059;276º;1.806º;0,5489
410275;PR;Bela Vista da Caroba;311º;4.061º;0,2796;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;42º;275º;0,8760;1º;1º;1,0000
410280;PR;Bela Vista do Paraíso;nd;nd;nd;299º;3.327º;0,5004;111º;1.095º;0,7217;1º;1º;1,0000;69º;466º;0,7561;1º;1º;1,0000
410290;PR;Bituruna;1º;1º;1,0000;284º;3.079º;0,5434;382º;4.793º;0,1645;196º;1.515º;0,6336;291º;2.850º;0,2841;181º;816º;0,7918
410300;PR;Boa Esperança;1º;1º;1,0000;267º;2.897º;0,5747;134º;1.292º;0,6700;249º;1.974º;0,5403;296º;2.913º;0,2791;290º;2.153º;0,4941
410302;PR;Boa Esperança do Iguaçu;73º;772º;0,9085;1º;1º;1,0000;137º;1.319º;0,6634;1º;1º;1,0000;130º;1.209º;0,5215;151º;621º;0,8789
410304;PR;Boa Ventura de São Roque;72º;762º;0,9138;1º;1º;1,0000;384º;4.849º;0,1560;306º;2.897º;0,3986;256º;2.398º;0,3333;1º;1º;1,0000
410305;PR;Boa Vista da Aparecida;75º;811º;0,8963;106º;1.162º;0,9484;1º;1º;1,0000;1º;1º;1,0000;53º;356º;0,8232;112º;424º;0,9975
410310;PR;Bocaiúva do Sul;367º;4.951º;0,1401;261º;2.834º;0,5831;326º;3.683º;0,3107;342º;3.428º;0,3309;276º;2.666º;0,3033;217º;1.078º;0,7058
410315;PR;Bom Jesus do Sul;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;59º;398º;0,7946;1º;1º;1,0000
410320;PR;Bom Sucesso;208º;2.549º;0,4934;1º;1º;1,0000;126º;1.213º;0,6896;136º;958º;0,7886;322º;3.260º;0,2446;nd;nd;nd
410322;PR;Bom Sucesso do Sul;1º;1º;1,0000;292º;3.196º;0,5249;206º;2.154º;0,5113;107º;728º;0,8901;195º;1.791º;0,4142;1º;1º;1,0000
410330;PR;Borrazópolis;1º;1º;1,0000;1º;1º;1,0000;135º;1.304º;0,6669;1º;1º;1,0000;263º;2.474º;0,3252;303º;2.439º;0,4510
410335;PR;Braganey;180º;2.208º;0,5541;241º;2.576º;0,6261;173º;1.724º;0,5817;296º;2.641º;0,4343;354º;4.004º;0,1797;nd;nd;nd
410337;PR;Brasilândia do Sul;375º;5.018º;0,1253;132º;1.401º;0,8805;218º;2.338º;0,4852;85º;544º;0,9961;102º;838º;0,6080;225º;1.204º;0,6747
410340;PR;Cafeara;270º;3.455º;0,3653;121º;1.246º;0,9212;1º;1º;1,0000;267º;2.183º;0,5039;152º;1.383º;0,4838;152º;634º;0,8723
410345;PR;Cafelândia;162º;1.955º;0,6018;142º;1.453º;0,8670;203º;2.111º;0,5187;100º;666º;0,9201;221º;2.045º;0,3793;170º;728º;0,8256
410347;PR;Cafezal do Sul;291º;3.775º;0,3196;138º;1.426º;0,8727;231º;2.520º;0,4579;242º;1.923º;0,5511;1º;1º;1,0000;1º;1º;1,0000
410350;PR;Califórnia;327º;4.266º;0,2506;1º;1º;1,0000;187º;1.869º;0,5596;1º;1º;1,0000;77º;529º;0,7231;1º;1º;1,0000
410360;PR;Cambará;332º;4.322º;0,2433;270º;2.929º;0,5689;370º;4.480º;0,2094;168º;1.249º;0,6981;215º;1.959º;0,3903;188º;862º;0,7751
410370;PR;Cambé;168º;1.990º;0,5959;333º;3.871º;0,4129;385º;4.850º;0,1557;330º;3.197º;0,3603;359º;4.087º;0,1715;357º;3.906º;0,2807
410380;PR;Cambira;248º;3.008º;0,4242;332º;3.837º;0,4178;267º;2.978º;0,3979;356º;3.698º;0,2966;390º;5.043º;0,0824;186º;850º;0,7789
410390;PR;Campina da Lagoa;220º;2.704º;0,4674;98º;1.094º;0,9711;150º;1.428º;0,6380;1º;1º;1,0000;60º;412º;0,7879;169º;723º;0,8288
410395;PR;Campina do Simão;91º;979º;0,8315;385º;5.032º;0,1741;124º;1.208º;0,6908;90º;564º;0,9856;1º;1º;1,0000;1º;1º;1,0000
410400;PR;Campina Grande do Sul;300º;3.958º;0,2950;368º;4.624º;0,2814;239º;2.618º;0,4447;313º;2.958º;0,3924;54º;368º;0,8140;1º;1º;1,0000
410405;PR;Campo Bonito;160º;1.946º;0,6031;361º;4.516º;0,3028;302º;3.404º;0,3435;270º;2.251º;0,4947;169º;1.567º;0,4507;334º;3.118º;0,3667
410410;PR;Campo do Tenente;290º;3.759º;0,3211;112º;1.210º;0,9357;232º;2.529º;0,4567;381º;4.354º;0,2035;112º;968º;0,5743;258º;1.592º;0,5905
410420;PR;Campo Largo;372º;4.993º;0,1314;358º;4.471º;0,3112;366º;4.379º;0,2228;374º;4.227º;0,2242;372º;4.433º;0,1430;344º;3.587º;0,3164
410425;PR;Campo Magro;374º;5.000º;0,1294;272º;2.960º;0,5654;337º;3.844º;0,2900;280º;2.438º;0,4630;388º;4.950º;0,0935;157º;688º;0,8458
410430;PR;Campo Mourão;366º;4.934º;0,1434;367º;4.613º;0,2834;324º;3.646º;0,3146;391º;4.936º;0,1069;397º;5.304º;0,0420;362º;4.056º;0,2616
410440;PR;Cândido de Abreu;81º;866º;0,8728;1º;1º;1,0000;279º;3.114º;0,3803;120º;850º;0,8349;1º;1º;1,0000;259º;1.595º;0,5901
410442;PR;Candói;335º;4.347º;0,2399;146º;1.492º;0,8561;251º;2.757º;0,4253;98º;663º;0,9216;305º;3.051º;0,2644;270º;1.779º;0,5533
410445;PR;Cantagalo;308º;4.037º;0,2825;275º;2.984º;0,5608;43º;461º;0,9917;262º;2.122º;0,5139;99º;800º;0,6231;162º;701º;0,8390
410450;PR;Capanema;242º;2.929º;0,4349;1º;1º;1,0000;145º;1.372º;0,6497;88º;556º;0,9907;285º;2.754º;0,2948;278º;1.883º;0,5361
410460;PR;Capitão Leônidas Marques;107º;1.188º;0,7671;156º;1.606º;0,8280;108º;1.081º;0,7268;218º;1.695º;0,5955;202º;1.854º;0,4049;1º;1º;1,0000
410465;PR;Carambeí;276º;3.536º;0,3523;205º;2.190º;0,6990;116º;1.137º;0,7092;264º;2.131º;0,5127;301º;2.984º;0,2723;245º;1.469º;0,6178
410470;PR;Carlópolis;257º;3.173º;0,4010;386º;5.039º;0,1709;210º;2.179º;0,5081;338º;3.317º;0,3443;163º;1.487º;0,4662;1º;1º;1,0000
410480;PR;Cascavel;312º;4.073º;0,2776;338º;3.983º;0,3965;286º;3.215º;0,3681;236º;1.866º;0,5614;282º;2.723º;0,2984;266º;1.667º;0,5763
410490;PR;Castro;176º;2.114º;0,5698;257º;2.759º;0,5957;128º;1.232º;0,6842;220º;1.710º;0,5931;317º;3.208º;0,2506;280º;1.917º;0,5317
410500;PR;Catanduvas;240º;2.917º;0,4369;113º;1.212º;0,9339;151º;1.440º;0,6353;176º;1.359º;0,6695;242º;2.240º;0,3535;168º;722º;0,8299
410510;PR;Centenário do Sul;209º;2.575º;0,4892;105º;1.152º;0,9516;131º;1.280º;0,6727;289º;2.593º;0,4412;264º;2.484º;0,3241;252º;1.535º;0,6032
