Tabela 1301 - Área e Densidade demográfica da unidade territorial;;;
Variável - Densidade demográfica da unidade territorial (Habitante por quilômetro quadrado);;;
Nível;Cód.;Município;Ano
MU;4312658;Não-Me-Toque (RS);44,06
MU;4312674;Nicolau Vergueiro (RS);11,04
MU;4312708;Nonoai (RS);25,73
MU;4312757;Nova Alvorada (RS);21,3
MU;4312807;Nova Araçá (RS);53,81
MU;4312906;Nova Bassano (RS);41,77
MU;4312955;Nova Boa Vista (RS);20,8
MU;4313003;Nova Bréscia (RS);30,97
MU;4313011;Nova Candelária (RS);28,12
MU;4313037;Nova Esperança do Sul (RS);24,46
MU;4313060;Nova Hartz (RS);293,26
MU;4313086;Nova Pádua (RS);23,73
MU;4313102;Nova Palma (RS);20,23
MU;4313201;Nova Petrópolis (RS);65,38
MU;4313300;Nova Prata (RS);88,23
MU;4313334;Nova Ramada (RS);9,57
MU;4313359;Nova Roma do Sul (RS);22,43
MU;4313375;Nova Santa Rita (RS);104,26
MU;4313391;Novo Cabrais (RS);20,05
MU;4313409;Novo Hamburgo (RS);1067,54
MU;4313425;Novo Machado (RS);17,95
MU;4313441;Novo Tiradentes (RS);30,2
MU;4313466;Novo Xingu (RS);21,8
MU;4313490;Novo Barreiro (RS);32,19
MU;4313508;Osório (RS);61,65
MU;4313607;Paim Filho (RS);23,29
MU;4313656;Palmares do Sul (RS);11,56
MU;4313706;Palmeira das Missões (RS);24,18
MU;4313805;Palmitinho (RS);48,04
MU;4313904;Panambi (RS);77,53
MU;4313953;Pantano Grande (RS);11,76
MU;4314001;Paraí (RS);56,57
MU;4314027;Paraíso do Sul (RS);21,71
MU;4314035;Pareci Novo (RS);61,16
MU;4314050;Parobé (RS);474,03
MU;4314068;Passa Sete (RS);16,92
MU;4314076;Passo do Sobrado (RS);22,67
MU;4314100;Passo Fundo (RS);235,92
MU;4314134;Paulo Bento (RS);14,8
MU;4314159;Paverama (RS);46,8
MU;4314175;Pedras Altas (RS);1,61
MU;4314209;Pedro Osório (RS);12,83
MU;4314308;Pejuçara (RS);9,59
MU;4314407;Pelotas (RS);203,89
MU;4314423;Picada Café (RS);60,86
MU;4314456;Pinhal (RS);36,84
MU;4314464;Pinhal da Serra (RS);4,87
MU;4314472;Pinhal Grande (RS);9,37
MU;4314498;Pinheirinho do Vale (RS);42,69
MU;4314506;Pinheiro Machado (RS);5,68
MU;4314555;Pirapó (RS);9,45
MU;4314605;Piratini (RS);5,61
MU;4314704;Planalto (RS);45,67
MU;4314753;Poço das Antas (RS);31
MU;4314779;Pontão (RS);7,63
MU;4314787;Ponte Preta (RS);17,52
MU;4314803;Portão (RS);193,38
MU;4314902;Porto Alegre (RS);2837,52
MU;4315008;Porto Lucena (RS);21,65
MU;4315057;Porto Mauá (RS);24,08
MU;4315073;Porto Vera Cruz (RS);16,3
MU;4315107;Porto Xavier (RS);37,64
MU;4315131;Pouso Novo (RS);17,6
MU;4315149;Presidente Lucena (RS);50,26
MU;4315156;Progresso (RS);24,09
MU;4315172;Protásio Alves (RS);11,57
MU;4315206;Putinga (RS);20,19
MU;4315305;Quaraí (RS);7,31
MU;4315313;Quatro Irmãos (RS);6,62
MU;4315321;Quevedos (RS);4,99
MU;4315354;Quinze de Novembro (RS);16,33
MU;4315404;Redentora (RS);33,77
MU;4315453;Relvado (RS);17,46
MU;4315503;Restinga Sêca (RS);16,58
MU;4315552;Rio dos Índios (RS);15,26
MU;4315602;Rio Grande (RS);72,79
MU;4315701;Rio Pardo (RS);18,33
MU;4315750;Riozinho (RS);18,07
MU;4315800;Roca Sales (RS);49,29
MU;4315909;Rodeio Bonito (RS);69,03
MU;4315958;Rolador (RS);8,63
MU;4316006;Rolante (RS);65,91
MU;4316105;Ronda Alta (RS);24,37
MU;4316204;Rondinha (RS);21,88
MU;4316303;Roque Gonzales (RS);20,78
MU;4316402;Rosário do Sul (RS);9,09
MU;4316428;Sagrada Família (RS);33,16
MU;4316436;Saldanha Marinho (RS);12,95
MU;4316451;Salto do Jacuí (RS);23,41
MU;4316477;Salvador das Missões (RS);28,38
MU;4316501;Salvador do Sul (RS);67,59
MU;4316600;Sananduva (RS);30,47
MU;4316709;Santa Bárbara do Sul (RS);9,05
MU;4316733;Santa Cecília do Sul (RS);8,3
MU;4316758;Santa Clara do Sul (RS);65,75
MU;4316808;Santa Cruz do Sul (RS);161,4
MU;4316907;Santa Maria (RS);145,98
MU;4316956;Santa Maria do Herval (RS);43,36
MU;4316972;Santa Margarida do Sul (RS);2,46
MU;4317004;Santana da Boa Vista (RS);5,8
MU;4317103;Sant'Ana do Livramento (RS);11,86
MU;4317202;Santa Rosa (RS);140,03
MU;4317251;Santa Tereza (RS);23,76
MU;4317301;Santa Vitória do Palmar (RS);5,91
MU;4317400;Santiago (RS);20,33
MU;4317509;Santo Ângelo (RS);112,09
MU;4317558;Santo Antônio do Palma (RS);16,96
MU;4317608;Santo Antônio da Patrulha (RS);37,8
MU;4317707;Santo Antônio das Missões (RS);6,55
MU;4317756;Santo Antônio do Planalto (RS);9,77
MU;4317806;Santo Augusto (RS);29,84
MU;4317905;Santo Cristo (RS);39,19
MU;4317954;Santo Expedito do Sul (RS);19,57
MU;4318002;São Borja (RS);17,05
MU;4318051;São Domingos do Sul (RS);37,06
MU;4318101;São Francisco de Assis (RS);7,68
MU;4318200;São Francisco de Paula (RS);6,27
MU;4318309;São Gabriel (RS);12,03
MU;4318408;São Jerônimo (RS);23,64
MU;4318424;São João da Urtiga (RS);27,61
MU;4318432;São João do Polêsine (RS);30,94
MU;4318440;São Jorge (RS);23,5
MU;4318457;São José das Missões (RS);27,74
MU;4318465;São José do Herval (RS);21,38
MU;4318481;São José do Hortêncio (RS);63,86
MU;4318499;São José do Inhacorá (RS);28,28
MU;4318507;São José do Norte (RS);22,81
MU;4318606;São José do Ouro (RS);20,62
MU;4318614;São José do Sul (RS);35,27
MU;4318622;São José dos Ausentes (RS);2,8
MU;4318705;São Leopoldo (RS);2083,79
MU;4318804;São Lourenço do Sul (RS);21,17
MU;4318903;São Luiz Gonzaga (RS);26,67
MU;4319000;São Marcos (RS);78,45
MU;4319109;São Martinho (RS);33,63
MU;4319125;São Martinho da Serra (RS);4,78
MU;4319158;São Miguel das Missões (RS);6,03
MU;4319208;São Nicolau (RS);11,8
MU;4319307;São Paulo das Missões (RS);28,43
MU;4319356;São Pedro da Serra (RS);93,68
MU;4319364;São Pedro das Missões (RS);23,59
MU;4319372;São Pedro do Butiá (RS);26,69
MU;4319406;São Pedro do Sul (RS);18,74
MU;4319505;São Sebastião do Caí (RS);196,81
MU;4319604;São Sepé (RS);10,81
MU;4319703;São Valentim (RS);23,56
MU;4319711;São Valentim do Sul (RS);23,5
MU;4319737;São Valério do Sul (RS);24,52
MU;4319752;São Vendelino (RS);60,59
MU;4319802;São Vicente do Sul (RS);7,18
MU;4319901;Sapiranga (RS);542,13
MU;4320008;Sapucaia do Sul (RS);2245,91
MU;4320107;Sarandi (RS);60,23
MU;4320206;Seberi (RS);36,15
MU;4320230;Sede Nova (RS);25,24
MU;4320263;Segredo (RS);28,93
MU;4320305;Selbach (RS);27,75
MU;4320321;Senador Salgado Filho (RS);19,12
MU;4320354;Sentinela do Sul (RS);18,43
MU;4320404;Serafina Corrêa (RS);87,29
MU;4320453;Sério (RS);22,9
MU;4320503;Sertão (RS);14,32
MU;4320552;Sertão Santana (RS);23,23
MU;4320578;Sete de Setembro (RS);16,34
MU;4320602;Severiano de Almeida (RS);22,92
MU;4320651;Silveira Martins (RS);20,68
MU;4320677;Sinimbu (RS);19,74
MU;4320701;Sobradinho (RS);109,54
MU;4320800;Soledade (RS);24,76
MU;4320859;Tabaí (RS);43,6
MU;4320909;Tapejara (RS);80,61
MU;4321006;Tapera (RS);58,15
MU;4321105;Tapes (RS);20,62
MU;4321204;Taquara (RS);119,35
MU;4321303;Taquari (RS);74,56
MU;4321329;Taquaruçu do Sul (RS);38,6
MU;4321352;Tavares (RS);8,86
MU;4321402;Tenente Portela (RS);40,58
MU;4321436;Terra de Areia (RS);69,67
MU;4321451;Teutônia (RS);152,68
MU;4321469;Tio Hugo (RS);23,85
MU;4321477;Tiradentes do Sul (RS);27,55
MU;4321493;Toropi (RS);14,54
MU;4321501;Torres (RS);216,34
MU;4321600;Tramandaí (RS);287,97
MU;4321626;Travesseiro (RS);28,52
MU;4321634;Três Arroios (RS);19,21
MU;4321667;Três Cachoeiras (RS);40,7
MU;4321709;Três Coroas (RS);128,53
MU;4321808;Três de Maio (RS);56,2
MU;4321832;Três Forquilhas (RS);13,4
MU;4321857;Três Palmeiras (RS);24,26
MU;4321907;Três Passos (RS);89,29
MU;4321956;Trindade do Sul (RS);21,56
MU;4322004;Triunfo (RS);31,5
MU;4322103;Tucunduva (RS);32,62
MU;4322152;Tunas (RS);20,15
MU;4322186;Tupanci do Sul (RS);11,64
MU;4322202;Tupanciretã (RS);9,89
MU;4322251;Tupandi (RS);65,9
MU;4322301;Tuparendi (RS);27,81
MU;4322327;Turuçu (RS);13,89
MU;4322343;Ubiretama (RS);18,12
MU;4322350;União da Serra (RS);11,35
MU;4322376;Unistalda (RS);4,07
MU;4322400;Uruguaiana (RS);21,95
MU;4322509;Vacaria (RS);28,88
MU;4322525;Vale Verde (RS);9,87
MU;4322533;Vale do Sol (RS);33,75
MU;4322541;Vale Real (RS);113,52
MU;4322558;Vanini (RS);30,58
MU;4322608;Venâncio Aires (RS);85,28
MU;4322707;Vera Cruz (RS);77,46
MU;4322806;Veranópolis (RS);78,83
MU;4322855;Vespasiano Corrêa (RS);17,33
MU;4322905;Viadutos (RS);19,79
MU;4323002;Viamão (RS);159,91
MU;4323101;Vicente Dutra (RS);27,1
MU;4323200;Victor Graeff (RS);12,74
MU;4323309;Vila Flores (RS);29,72
MU;4323358;Vila Lângaro (RS);14,14
MU;4323408;Vila Maria (RS);23,26
MU;4323457;Vila Nova do Sul (RS);8,31
MU;4323507;Vista Alegre (RS);36,56
MU;4323606;Vista Alegre do Prata (RS);13,15
MU;4323705;Vista Gaúcha (RS);31,1
MU;4323754;Vitória das Missões (RS);13,42
MU;4323770;Westfália (RS);43,64
MU;4323804;Xangri-lá (RS);204,88
MU;5000203;Água Clara (MS);1,31
MU;5000252;Alcinópolis (MS);1,04
MU;5000609;Amambai (MS);8,26
MU;5000708;Anastácio (MS);8,08
MU;5000807;Anaurilândia (MS);2,5
MU;5000856;Angélica (MS);7,21
MU;5000906;Antônio João (MS);7,17
MU;5001003;Aparecida do Taboado (MS);8,12
MU;5001102;Aquidauana (MS);2,69
MU;5001243;Aral Moreira (MS);6,19
MU;5001508;Bandeirantes (MS);2,12
MU;5001904;Bataguassu (MS);8,21
MU;5002001;Batayporã (MS);5,98
MU;5002100;Bela Vista (MS);4,74
MU;5002159;Bodoquena (MS);3,18
MU;5002209;Bonito (MS);3,97
MU;5002308;Brasilândia (MS);2,04
MU;5002407;Caarapó (MS);12,33
MU;5002605;Camapuã (MS);2,19
MU;5002704;Campo Grande (MS);97,22
MU;5002803;Caracol (MS);1,84
MU;5002902;Cassilândia (MS);5,74
MU;5002951;Chapadão do Sul (MS);5,1
MU;5003108;Corguinho (MS);1,84
MU;5003157;Coronel Sapucaia (MS);13,72
MU;5003207;Corumbá (MS);1,6
MU;5003256;Costa Rica (MS);3,67
MU;5003306;Coxim (MS);5,02
MU;5003454;Deodápolis (MS);14,6
MU;5003488;Dois Irmãos do Buriti (MS);4,42
MU;5003504;Douradina (MS);19,1
MU;5003702;Dourados (MS);47,97
MU;5003751;Eldorado (MS);11,49
MU;5003801;Fátima do Sul (MS);60,4
MU;5003900;Figueirão (MS);0,6
MU;5004007;Glória de Dourados (MS);20,19
MU;5004106;Guia Lopes da Laguna (MS);8,56
MU;5004304;Iguatemi (MS);5,05
MU;5004403;Inocência (MS);1,33
MU;5004502;Itaporã (MS);15,79
MU;5004601;Itaquiraí (MS);9,02
MU;5004700;Ivinhema (MS);11,11
MU;5004809;Japorã (MS);18,43
MU;5004908;Jaraguari (MS);2,18
MU;5005004;Jardim (MS);11,06
MU;5005103;Jateí (MS);2,08
MU;5005152;Juti (MS);3,72
MU;5005202;Ladário (MS);57,57
MU;5005251;Laguna Carapã (MS);3,74
MU;5005400;Maracaju (MS);7,06
MU;5005608;Miranda (MS);4,67
MU;5005681;Mundo Novo (MS);35,67
MU;5005707;Naviraí (MS);14,54
MU;5005806;Nioaque (MS);3,67
MU;5006002;Nova Alvorada do Sul (MS);4,09
MU;5006200;Nova Andradina (MS);9,54
MU;5006259;Novo Horizonte do Sul (MS);5,82
MU;5006309;Paranaíba (MS);7,44
MU;5006358;Paranhos (MS);9,43
MU;5006408;Pedro Gomes (MS);2,18
MU;5006606;Ponta Porã (MS);14,61
MU;5006903;Porto Murtinho (MS);0,87
MU;5007109;Ribas do Rio Pardo (MS);1,21
MU;5007208;Rio Brilhante (MS);7,69
MU;5007307;Rio Negro (MS);2,79
MU;5007406;Rio Verde de Mato Grosso (MS);2,32
MU;5007505;Rochedo (MS);3,16
MU;5007554;Santa Rita do Pardo (MS);1,18
MU;5007695;São Gabriel do Oeste (MS);5,75
MU;5007703;Sete Quedas (MS);12,93
MU;5007802;Selvíria (MS);1,93
MU;5007901;Sidrolândia (MS);7,97
MU;5007935;Sonora (MS);3,64
MU;5007950;Tacuru (MS);5,72
MU;5007976;Taquarussu (MS);3,38
MU;5008008;Terenos (MS);6,03
MU;5008305;Três Lagoas (MS);9,97
MU;5008404;Vicentina (MS);19,03
MU;5100102;Acorizal (MT);6,56
MU;5100201;Água Boa (MT);2,77
MU;5100250;Alta Floresta (MT);5,34
MU;5100300;Alto Araguaia (MT);2,84
MU;5100359;Alto Boa Vista (MT);2,34
MU;5100409;Alto Garças (MT);2,76
MU;5100508;Alto Paraguai (MT);5,45
MU;5100607;Alto Taquari (MT);5,7
MU;5100805;Apiacás (MT);0,42
MU;5101001;Araguaiana (MT);0,5
MU;5101209;Araguainha (MT);1,59
MU;5101258;Araputanga (MT);9,59
MU;5101308;Arenápolis (MT);24,77
MU;5101407;Aripuanã (MT);0,76
MU;5101605;Barão de Melgaço (MT);0,67
MU;5101704;Barra do Bugres (MT);5,31
MU;5101803;Barra do Garças (MT);6,23
MU;5101852;Bom Jesus do Araguaia (MT);1,24
MU;5101902;Brasnorte (MT);0,96
MU;5102504;Cáceres (MT);3,61
MU;5102603;Campinápolis (MT);2,45
MU;5102637;Campo Novo do Parecis (MT);2,92
MU;5102678;Campo Verde (MT);6,61
MU;5102686;Campos de Júlio (MT);0,76
MU;5102694;Canabrava do Norte (MT);1,39
MU;5102702;Canarana (MT);1,73
MU;5102793;Carlinda (MT);5,1
MU;5102850;Castanheira (MT);2,22
MU;5103007;Chapada dos Guimarães (MT);2,98
MU;5103056;Cláudia (MT);2,86
MU;5103106;Cocalinho (MT);0,33
MU;5103205;Colíder (MT);9,94
MU;5103254;Colniza (MT);0,94
MU;5103304;Comodoro (MT);0,83
MU;5103353;Confresa (MT);4,33
MU;5103361;Conquista D'Oeste (MT);1,27
MU;5103379;Cotriguaçu (MT);1,58
MU;5103403;Cuiabá (MT);163,88
MU;5103437;Curvelândia (MT);13,53
MU;5103452;Denise (MT);6,52
MU;5103502;Diamantino (MT);2,47
MU;5103601;Dom Aquino (MT);3,71
MU;5103700;Feliz Natal (MT);0,95
MU;5103809;Figueirópolis D'Oeste (MT);4,22
MU;5103858;Gaúcha do Norte (MT);0,37
MU;5103908;General Carneiro (MT);1,32
MU;5103957;Glória D'Oeste (MT);3,67
MU;5104104;Guarantã do Norte (MT);6,8
MU;5104203;Guiratinga (MT);2,75
MU;5104500;Indiavaí (MT);3,97
MU;5104526;Ipiranga do Norte (MT);1,48
MU;5104542;Itanhangá (MT);1,82
MU;5104559;Itaúba (MT);1,01
MU;5104609;Itiquira (MT);1,32
MU;5104807;Jaciara (MT);15,51
MU;5104906;Jangada (MT);6,14
MU;5105002;Jauru (MT);8,03
MU;5105101;Juara (MT);1,45
MU;5105150;Juína (MT);1,49
MU;5105176;Juruena (MT);3,48
MU;5105200;Juscimeira (MT);5,18
MU;5105234;Lambari D'Oeste (MT);3,08
MU;5105259;Lucas do Rio Verde (MT);12,43
MU;5105309;Luciara (MT);0,52
MU;5105507;Vila Bela da Santíssima Trindade (MT);1,08
MU;5105580;Marcelândia (MT);0,98
MU;5105606;Matupá (MT);2,71
MU;5105622;Mirassol d'Oeste (MT);23,5
MU;5105903;Nobres (MT);3,85
MU;5106000;Nortelândia (MT);4,77
MU;5106109;Nossa Senhora do Livramento (MT);2,1
MU;5106158;Nova Bandeirantes (MT);1,21
MU;5106174;Nova Nazaré (MT);0,75
MU;5106182;Nova Lacerda (MT);1,15
MU;5106190;Nova Santa Helena (MT);1,57
MU;5106208;Nova Brasilândia (MT);1,4
MU;5106216;Nova Canaã do Norte (MT);2,03
MU;5106224;Nova Mutum (MT);3,31
MU;5106232;Nova Olímpia (MT);11,3
MU;5106240;Nova Ubiratã (MT);0,73
MU;5106257;Nova Xavantina (MT);3,47
MU;5106265;Novo Mundo (MT);1,27
MU;5106273;Novo Horizonte do Norte (MT);4,26
MU;5106281;Novo São Joaquim (MT);1,2
MU;5106299;Paranaíta (MT);2,23
MU;5106307;Paranatinga (MT);0,8
MU;5106315;Novo Santo Antônio (MT);0,46
MU;5106372;Pedra Preta (MT);3,83
MU;5106422;Peixoto de Azevedo (MT);2,16
MU;5106455;Planalto da Serra (MT);1,11
MU;5106505;Poconé (MT);1,84
MU;5106653;Pontal do Araguaia (MT);1,97
MU;5106703;Ponte Branca (MT);2,58
MU;5106752;Pontes e Lacerda (MT);4,84
MU;5106778;Porto Alegre do Norte (MT);2,71
MU;5106802;Porto dos Gaúchos (MT);0,78
MU;5106828;Porto Esperidião (MT);1,9
MU;5106851;Porto Estrela (MT);1,77
MU;5107008;Poxoréu (MT);2,55
MU;5107040;Primavera do Leste (MT);9,52
MU;5107065;Querência (MT);0,73
MU;5107107;São José dos Quatro Marcos (MT);14,74
MU;5107156;Reserva do Cabaçal (MT);1,92
MU;5107180;Ribeirão Cascalheira (MT);0,78
MU;5107198;Ribeirãozinho (MT);3,52
MU;5107206;Rio Branco (MT);9,01
MU;5107248;Santa Carmem (MT);1,06
MU;5107263;Santo Afonso (MT);2,55
MU;5107297;São José do Povo (MT);8,09
MU;5107305;São José do Rio Claro (MT);3,77
MU;5107354;São José do Xingu (MT);0,7
MU;5107404;São Pedro da Cipa (MT);12,12
MU;5107578;Rondolândia (MT);0,28
MU;5107602;Rondonópolis (MT);47
MU;5107701;Rosário Oeste (MT);2,31
MU;5107743;Santa Cruz do Xingu (MT);0,34
MU;5107750;Salto do Céu (MT);2,23
MU;5107768;Santa Rita do Trivelato (MT);0,53
MU;5107776;Santa Terezinha (MT);1,14
MU;5107792;Santo Antônio do Leste (MT);1,04
MU;5107800;Santo Antônio do Leverger (MT);1,57
MU;5107859;São Félix do Araguaia (MT);0,64
MU;5107875;Sapezal (MT);1,33
MU;5107883;Serra Nova Dourada (MT);0,91
MU;5107909;Sinop (MT);28,69
MU;5107925;Sorriso (MT);7,13
MU;5107941;Tabaporã (MT);1,19
MU;5107958;Tangará da Serra (MT);7,32
MU;5108006;Tapurah (MT);2,3
MU;5108055;Terra Nova do Norte (MT);4,16
MU;5108105;Tesouro (MT);0,82
MU;5108204;Torixoréu (MT);1,7
MU;5108303;União do Sul (MT);0,82
MU;5108352;Vale de São Domingos (MT);1,58
MU;5108402;Várzea Grande (MT);284,45
MU;5108501;Vera (MT);3,45
MU;5108600;Vila Rica (MT);2,88
MU;5108808;Nova Guarita (MT);4,43
MU;5108857;Nova Marilândia (MT);1,52
MU;5108907;Nova Maringá (MT);0,57
MU;5108956;Nova Monte Verde (MT);1,54
MU;5200050;Abadia de Goiás (GO);46,85
MU;5200100;Abadiânia (GO);15,08
MU;5200134;Acreúna (GO);12,95
MU;5200159;Adelândia (GO);21,47
MU;5200175;Água Fria de Goiás (GO);2,51
MU;5200209;Água Limpa (GO);4,45
MU;5200258;Águas Lindas de Goiás (GO);846,03
MU;5200308;Alexânia (GO);28,09
MU;5200506;Aloândia (GO);20,08
MU;5200555;Alto Horizonte (GO);8,94
MU;5200605;Alto Paraíso de Goiás (GO);2,65
MU;5200803;Alvorada do Norte (GO);6,42
MU;5200829;Amaralina (GO);2,56
MU;5200852;Americano do Brasil (GO);41,24
MU;5200902;Amorinópolis (GO);8,83
MU;5201108;Anápolis (GO);358,58
MU;5201207;Anhanguera (GO);17,91
MU;5201306;Anicuns (GO);20,67
MU;5201405;Aparecida de Goiânia (GO);1580,27
MU;5201454;Aparecida do Rio Doce (GO);4,03
MU;5201504;Aporé (GO);1,31
MU;5201603;Araçu (GO);25,53
MU;5201702;Aragarças (GO);27,61
MU;5201801;Aragoiânia (GO);38,1
MU;5202155;Araguapaz (GO);3,42
MU;5202353;Arenópolis (GO);3,05
MU;5202502;Aruanã (GO);2,46
MU;5202601;Aurilândia (GO);6,46
MU;5202809;Avelinópolis (GO);14,11
MU;5203104;Baliza (GO);2,08
MU;5203203;Barro Alto (GO);7,97
MU;5203302;Bela Vista de Goiás (GO);19,56
MU;5203401;Bom Jardim de Goiás (GO);4,43
MU;5203500;Bom Jesus de Goiás (GO);14,75
MU;5203559;Bonfinópolis (GO);61,62
MU;5203575;Bonópolis (GO);2,15
MU;5203609;Brazabrantes (GO);26,26
MU;5203807;Britânia (GO);3,77
MU;5203906;Buriti Alegre (GO);10,11
MU;5203939;Buriti de Goiás (GO);12,85
MU;5203962;Buritinópolis (GO);13,44
MU;5204003;Cabeceiras (GO);6,52
MU;5204102;Cachoeira Alta (GO);6,38
MU;5204201;Cachoeira de Goiás (GO);3,35
MU;5204250;Cachoeira Dourada (GO);15,84
MU;5204300;Caçu (GO);5,9
MU;5204409;Caiapônia (GO);1,94
MU;5204508;Caldas Novas (GO);44,16
MU;5204557;Caldazinha (GO);13,25
MU;5204607;Campestre de Goiás (GO);12,37
MU;5204656;Campinaçu (GO);1,85
MU;5204706;Campinorte (GO);10,41
MU;5204805;Campo Alegre de Goiás (GO);2,46
MU;5204854;Campo Limpo de Goiás (GO);39,11
MU;5204904;Campos Belos (GO);25,43
MU;5204953;Campos Verdes (GO);11,37
MU;5205000;Carmo do Rio Verde (GO);21,33
MU;5205059;Castelândia (GO);12,23
MU;5205109;Catalão (GO);22,67
MU;5205208;Caturaí (GO);22,61
MU;5205307;Cavalcante (GO);1,35
MU;5205406;Ceres (GO);96,69
MU;5205455;Cezarina (GO);18,15
MU;5205471;Chapadão do Céu (GO);3,2
MU;5205497;Cidade Ocidental (GO);143,4
MU;5205513;Cocalzinho de Goiás (GO);9,73
MU;5205521;Colinas do Sul (GO);2,06
MU;5205703;Córrego do Ouro (GO);5,69
MU;5205802;Corumbá de Goiás (GO);9,76
MU;5205901;Corumbaíba (GO);4,34
MU;5206206;Cristalina (GO);7,56
MU;5206305;Cristianópolis (GO);13,01
MU;5206404;Crixás (GO);3,38
MU;5206503;Cromínia (GO);9,76
MU;5206602;Cumari (GO);5,2
MU;5206701;Damianópolis (GO);7,93
MU;5206800;Damolândia (GO);32,51
MU;5206909;Davinópolis (GO);4,27
MU;5207105;Diorama (GO);3,61
MU;5207253;Doverlândia (GO);2,45
MU;5207352;Edealina (GO);6,18
MU;5207402;Edéia (GO);7,71
MU;5207501;Estrela do Norte (GO);11,01
MU;5207535;Faina (GO);3,59
MU;5207600;Fazenda Nova (GO);4,93
MU;5207808;Firminópolis (GO);27,33
MU;5207907;Flores de Goiás (GO);3,25
MU;5208004;Formosa (GO);17,22
MU;5208103;Formoso (GO);5,78
MU;5208152;Gameleira de Goiás (GO);5,53
MU;5208301;Divinópolis de Goiás (GO);5,97
MU;5208400;Goianápolis (GO);65,84
MU;5208509;Goiandira (GO);9,32
MU;5208608;Goianésia (GO);38,49
MU;5208707;Goiânia (GO);1776,75
MU;5208806;Goianira (GO);162,94
MU;5208905;Goiás (GO);7,96
MU;5209101;Goiatuba (GO);13,13
MU;5209150;Gouvelândia (GO);6
MU;5209200;Guapó (GO);27,04
MU;5209291;Guaraíta (GO);11,57
MU;5209408;Guarani de Goiás (GO);3,46
MU;5209457;Guarinos (GO);3,86
MU;5209606;Heitoraí (GO);15,55
MU;5209705;Hidrolândia (GO);18,43
MU;5209804;Hidrolina (GO);6,94
MU;5209903;Iaciara (GO);8,02
MU;5209937;Inaciolândia (GO);8,28
MU;5209952;Indiara (GO);14,31
MU;5210000;Inhumas (GO);78,68
MU;5210109;Ipameri (GO);5,66
MU;5210158;Ipiranga de Goiás (GO);11,79
MU;5210208;Iporá (GO);30,47
MU;5210307;Israelândia (GO);5
MU;5210406;Itaberaí (GO);24,27
MU;5210562;Itaguari (GO);30,78
MU;5210604;Itaguaru (GO);22,68
MU;5210802;Itajá (GO);2,42
MU;5210901;Itapaci (GO);19,31
MU;5211008;Itapirapuã (GO);3,83
MU;5211206;Itapuranga (GO);20,47
MU;5211305;Itarumã (GO);1,83
MU;5211404;Itauçu (GO);22,34
MU;5211503;Itumbiara (GO);37,71
MU;5211602;Ivolândia (GO);2,12
MU;5211701;Jandaia (GO);7,13
MU;5211800;Jaraguá (GO);22,64
MU;5211909;Jataí (GO);12,27
MU;5212006;Jaupaci (GO);5,69
MU;5212055;Jesúpolis (GO);18,78
MU;5212105;Joviânia (GO);15,98
MU;5212204;Jussara (GO);4,69
MU;5212253;Lagoa Santa (GO);2,73
MU;5212303;Leopoldo de Bulhões (GO);16,39
MU;5212501;Luziânia (GO);44,06
MU;5212600;Mairipotaba (GO);5,08
MU;5212709;Mambaí (GO);7,8
MU;5212808;Mara Rosa (GO);6,31
MU;5212907;Marzagão (GO);9,32
MU;5212956;Matrinchã (GO);3,84
MU;5213004;Maurilândia (GO);29,56
MU;5213053;Mimoso de Goiás (GO);1,94
MU;5213087;Minaçu (GO);10,89
MU;5213103;Mineiros (GO);5,84
MU;5213400;Moiporá (GO);3,83
MU;5213509;Monte Alegre de Goiás (GO);2,48
MU;5213707;Montes Claros de Goiás (GO);2,75
MU;5213756;Montividiu (GO);5,64
MU;5213772;Montividiu do Norte (GO);3,09
MU;5213806;Morrinhos (GO);14,57
MU;5213855;Morro Agudo de Goiás (GO);8,34
MU;5213905;Mossâmedes (GO);7,32
MU;5214002;Mozarlândia (GO);7,73
MU;5214051;Mundo Novo (GO);3
MU;5214101;Mutunópolis (GO);4,03
MU;5214408;Nazário (GO);29,26
MU;5214507;Nerópolis (GO);118,55
MU;5214606;Niquelândia (GO);4,3
MU;5214705;Nova América (GO);10,65
MU;5214804;Nova Aurora (GO);6,81
MU;5214838;Nova Crixás (GO);1,63
MU;5214861;Nova Glória (GO);20,6
MU;5214879;Nova Iguaçu de Goiás (GO);4,5
MU;5214903;Nova Roma (GO);1,63
MU;5215009;Nova Veneza (GO);65,89
MU;5215207;Novo Brasil (GO);5,41
MU;5215231;Novo Gama (GO);489,41
MU;5215256;Novo Planalto (GO);3,18
MU;5215306;Orizona (GO);7,25
MU;5215405;Ouro Verde de Goiás (GO);19,32
MU;5215504;Ouvidor (GO);13,21
MU;5215603;Padre Bernardo (GO);8,82
MU;5215652;Palestina de Goiás (GO);2,55
MU;5215702;Palmeiras de Goiás (GO);15,16
MU;5215801;Palmelo (GO);39,6
MU;5215900;Palminópolis (GO);9,17
MU;5216007;Panamá (GO);6,18
MU;5216304;Paranaiguara (GO);7,89
MU;5216403;Paraúna (GO);2,87
MU;5216452;Perolândia (GO);2,87
MU;5216809;Petrolina de Goiás (GO);19,35
MU;5216908;Pilar de Goiás (GO);3,06
MU;5217104;Piracanjuba (GO);9,99
MU;5217203;Piranhas (GO);5,5
MU;5217302;Pirenópolis (GO);10,43
