IBGE;TSE;MUNICIPIO;UF;PIP
4108452;75361;FOZ DO JORDÃO;PR;731
4108502;75671;GENERAL CARNEIRO;PR;1469
4108551;74004;GODOY MOREIRA;PR;369
4108601;75698;GOIOERÊ;PR;4933
4108650;75388;GOIOXIM;PR;312
4108700;79596;GRANDES RIOS;PR;800
4108809;75710;GUAÍRA;PR;6408
4108908;75736;GUAIRAÇÁ;PR;941
4108957;75426;GUAMIRANGA;PR;427
4109005;75752;GUAPIRAMA;PR;705
4109104;75779;GUAPOREMA;PR;480
4109203;75795;GUARACI;PR;703
4109302;75817;GUARANIAÇU;PR;1272
4109401;75833;GUARAPUAVA;PR;24549
4109500;75850;GUARAQUEÇABA;PR;600
4109609;75876;GUARATUBA;PR;7988
4109658;74365;HONÓRIO SERPA;PR;507
4109708;75892;IBAITI;PR;3956
4109757;74020;IBEMA;PR;960
4109807;75914;IBIPORÃ;PR;8296
4109906;75930;ICARAÍMA;PR;1831
4110003;75957;IGUARAÇU;PR;2109
4110052;74381;IGUATU;PR;347
4110078;75442;IMBAÚ;PR;1457
4110102;75973;IMBITUVA;PR;3197
4110201;75990;INÁCIO MARTINS;PR;804
4110300;76015;INAJÁ;PR;602
4110409;79618;INDIANÓPOLIS;PR;682
4110508;76031;IPIRANGA;PR;1097
4110607;76058;IPORÃ;PR;2623
4110656;74403;IRACEMA DO OESTE;PR;326
4110706;76074;IRATI;PR;8528
4110805;76090;IRETAMA;PR;1561
4110904;76112;ITAGUAJÉ;PR;818
4110953;75000;ITAIPULÂNDIA;PR;1991
4111001;76139;ITAMBARACÁ;PR;1149
4111100;76155;ITAMBÉ;PR;1079
4111209;76171;ITAPEJARA D'OESTE;PR;1414
4111258;74446;ITAPERUÇU;PR;1491
4111308;76198;ITAÚNA DO SUL;PR;558
4111407;76210;IVAÍ;PR;1190
4111506;76236;IVAIPORÃ;PR;6467
4111555;74462;IVATÉ;PR;1255
4111605;76252;IVATUBA;PR;714
4111704;76279;JABOTI;PR;983
4111803;76295;JACAREZINHO;PR;6227
4111902;76317;JAGUAPITÃ;PR;2207
4112009;76333;JAGUARIAÍVA;PR;4582
4112108;76350;JANDAIA DO SUL;PR;3604
4112207;76376;JANIÓPOLIS;PR;1150
4112306;76392;JAPIRA;PR;669
4112405;76414;JAPURÁ;PR;1327
4112504;76430;JARDIM ALEGRE;PR;1589
4112603;76457;JARDIM OLINDA;PR;276
4112702;76473;JATAIZINHO;PR;1593
4112751;79979;JESUÍTAS;PR;1626
4112801;76490;JOAQUIM TÁVORA;PR;1552
4112900;76511;JUNDIAÍ DO SUL;PR;427
4112959;84638;JURANDA;PR;1502
4113007;76538;JUSSARA;PR;1271
4113106;76554;KALORÉ;PR;601
4113205;76570;LAPA;PR;4794
4113254;74985;LARANJAL;PR;320
4113304;76597;LARANJEIRAS DO SUL;PR;3867
4113403;76619;LEÓPOLIS;PR;615
4113429;74489;LIDIANÓPOLIS;PR;604
4113452;74047;LINDOESTE;PR;642
4113502;76635;LOANDA;PR;4589
4113601;76651;LOBATO;PR;1177
4113700;76678;LONDRINA;PR;60729
4113734;75809;LUIZIANA;PR;1208
4113759;84590;LUNARDELLI;PR;603
4113809;76694;LUPIONÓPOLIS;PR;1227
4113908;76716;MALLET;PR;1979
4114005;76732;MAMBORÊ;PR;2091
4114104;76759;MANDAGUAÇU;PR;4729
4114203;76775;MANDAGUARI;PR;4426
4114302;76791;MANDIRITUBA;PR;1496
4114351;75469;MANFRINÓPOLIS;PR;166
4114401;75116;MANGUEIRINHA;PR;1746
4114500;76813;MANOEL RIBAS;PR;1317
4114609;76830;MARECHAL CÂNDIDO RONDON;PR;7549
4114708;76856;MARIA HELENA;PR;1015
4114807;76872;MARIALVA;PR;5084
4114906;74330;MARILÂNDIA DO SUL;PR;1308
4115002;79758;MARILENA;PR;1793
4115101;76899;MARILUZ;PR;1512
4115200;76910;MARINGÁ;PR;50947
4115309;76937;MARIÓPOLIS;PR;941
4115358;74500;MARIPÁ;PR;1200
4115408;76953;MARMELEIRO;PR;1771
4115457;75485;MARQUINHO;PR;254
4115507;76970;MARUMBI;PR;780
4115606;76996;MATELÂNDIA;PR;2073
4115705;79634;MATINHOS;PR;8343
4115739;74527;MATO RICO;PR;147
4115754;74543;MAUÁ DA SERRA;PR;1704
4115804;77011;MEDIANEIRA;PR;7087
4115853;74560;MERCEDES;PR;1023
4115903;77038;MIRADOR;PR;557
4116000;77054;MIRASELVA;PR;399
4116059;84697;MISSAL;PR;1618
4116109;77070;MOREIRA SALES;PR;1559
4116208;77097;MORRETES;PR;3578
4116307;77119;MUNHOZ DE MELO;PR;580
4116406;77135;NOSSA SENHORA DAS GRAÇAS;PR;651
4116505;77151;NOVA ALIANÇA DO IVAÍ;PR;263
4116604;77178;NOVA AMÉRICA DA COLINA;PR;569
4116703;79650;NOVA AURORA;PR;1793
4116802;77194;NOVA CANTU;PR;828
4116901;77216;NOVA ESPERANÇA;PR;3507
4116950;75027;NOVA ESPERANÇA DO SUDOESTE;PR;439
4117008;77232;NOVA FÁTIMA;PR;965
4117057;74586;NOVA LARANJEIRAS;PR;606
4117107;77259;NOVA LONDRINA;PR;2454
4117206;79677;NOVA OLÍMPIA;PR;1009
4117214;74608;NOVA SANTA BÁRBARA;PR;807
4117222;79790;NOVA SANTA ROSA;PR;1501
4117255;79952;NOVA PRATA DO IGUAÇU;PR;1777
4117271;75760;NOVA TEBAS;PR;815
4117297;74420;NOVO ITACOLOMI;PR;308
4117305;77275;ORTIGUEIRA;PR;2433
4117404;77291;OURIZONA;PR;738
4117453;74063;OURO VERDE DO OESTE;PR;896
4117503;77313;PAIÇANDU;PR;5127
4117602;77330;PALMAS;PR;4462
4117701;77356;PALMEIRA;PR;3379
4117800;77372;PALMITAL;PR;1224
4117909;77399;PALOTINA;PR;5333
4118006;77410;PARAÍSO DO NORTE;PR;2166
4118105;77437;PARANACITY;PR;2069
4118204;77453;PARANAGUÁ;PR;12788
4118303;77470;PARANAPOEMA;PR;418
4118402;77496;PARANAVAÍ;PR;15753
4118451;74624;PATO BRAGADO;PR;899
4118501;77518;PATO BRANCO;PR;10896
4118600;77534;PAULA FREITAS;PR;642
4118709;77550;PAULO FRONTIN;PR;505
4118808;77577;PEABIRU;PR;2011
4118857;75507;PEROBAL;PR;1181
4118907;79693;PÉROLA;PR;2461
4119004;77593;PÉROLA D'OESTE;PR;953
4119103;77615;PIÊN;PR;1444
4119152;75043;PINHAIS;PR;11632
4119202;77631;PINHALÃO;PR;866
4119251;74640;PINHAL DE SÃO BENTO;PR;236
4119301;77658;PINHÃO;PR;2818
4119400;77674;PIRAÍ DO SUL;PR;2204
4119509;77690;PIRAQUARA;PR;9734
4119608;77712;PITANGA;PR;3084
4119657;74667;PITANGUEIRAS;PR;495
4119707;77739;PLANALTINA DO PARANÁ;PR;1026
4119806;77755;PLANALTO;PR;1880
4119905;77771;PONTA GROSSA;PR;44585
4119954;75523;PONTAL DO PARANÁ;PR;9321
4120002;77798;PORECATU;PR;1987
4120101;77810;PORTO AMAZONAS;PR;668
4120150;75540;PORTO BARREIRO;PR;365
4120200;77836;PORTO RICO;PR;2306
4120309;77852;PORTO VITÓRIA;PR;533
4120333;75566;PRADO FERREIRA;PR;779
4120358;79910;PRANCHITA;PR;988
4120408;77879;PRESIDENTE CASTELO BRANCO;PR;895
4120507;77895;PRIMEIRO DE MAIO;PR;2357
4120606;77917;PRUDENTÓPOLIS;PR;4364
4120655;75582;QUARTO CENTENÁRIO;PR;656
4120705;77933;QUATIGUÁ;PR;1353
4120804;77950;QUATRO BARRAS;PR;4049
4120853;74683;QUATRO PONTES;PR;566
4120903;79553;QUEDAS DO IGUAÇU;PR;3313
4121000;77976;QUERÊNCIA DO NORTE;PR;2040
4121109;77992;QUINTA DO SOL;PR;831
4121208;78018;QUITANDINHA;PR;1118
4121257;74705;RAMILÂNDIA;PR;348
4121307;78034;RANCHO ALEGRE;PR;618
4121356;74721;RANCHO ALEGRE D'OESTE;PR;406
4121406;78050;REALEZA;PR;3329
4121505;78077;REBOUÇAS;PR;1359
4121604;78093;RENASCENÇA;PR;700
4121703;78115;RESERVA;PR;2426
4121752;75604;RESERVA DO IGUAÇU;PR;1104
4121802;78131;RIBEIRÃO CLARO;PR;2453
4121901;78158;RIBEIRÃO DO PINHAL;PR;1919
4122008;78174;RIO AZUL;PR;1147
4122107;78190;RIO BOM;PR;374
4122156;74748;RIO BONITO DO IGUAÇU;PR;957
4122172;75620;RIO BRANCO DO IVAÍ;PR;420
4122206;78212;RIO BRANCO DO SUL;PR;2626
4122305;78239;RIO NEGRO;PR;5254
4122404;78255;ROLÂNDIA;PR;11011
4122503;78271;RONCADOR;PR;1236
4122602;78298;RONDON;PR;1906
4122651;75744;ROSÁRIO DO IVAÍ;PR;577
4122701;78310;SABÁUDIA;PR;1851
4122800;78336;SALGADO FILHO;PR;522
4122909;78352;SALTO DO ITARARÉ;PR;672
4123006;78379;SALTO DO LONTRA;PR;1309
4123105;78395;SANTA AMÉLIA;PR;456
4123204;78417;SANTA CECÍLIA DO PAVÃO;PR;610
4123303;78433;SANTA CRUZ DE MONTE CASTELO;PR;1734
4123402;78450;SANTA FÉ;PR;2306
4123501;79715;SANTA HELENA;PR;4198
4123600;78476;SANTA INÊS;PR;344
4123709;78492;SANTA ISABEL DO IVAÍ;PR;1795
4123808;78514;SANTA IZABEL DO OESTE;PR;1713
4123824;74764;SANTA LÚCIA;PR;557
4123857;74802;SANTA MARIA DO OESTE;PR;555
4123907;78530;SANTA MARIANA;PR;1709
4123956;74829;SANTA MÔNICA;PR;675
4124004;78557;SANTANA DO ITARARÉ;PR;565
4124020;74080;SANTA TEREZA DO OESTE;PR;1978
4124053;84670;SANTA TEREZINHA DE ITAIPU;PR;3748
4124103;78590;SANTO ANTÔNIO DA PLATINA;PR;6165
4124202;78611;SANTO ANTONIO DO CAIUÁ;PR;412
4124301;78638;SANTO ANTÔNIO DO PARAÍSO;PR;348
4124400;78573;SANTO ANTÔNIO DO SUDOESTE;PR;2469
4124509;78654;SANTO INÁCIO;PR;1259
4124608;78670;SÃO CARLOS DO IVAÍ;PR;1257
4124707;78697;SÃO JERÔNIMO DA SERRA;PR;1233
4124806;78719;SÃO JOÃO;PR;1912
4124905;78735;SÃO JOÃO DO CAIUÁ;PR;822
4125001;78751;SÃO JOÃO DO IVAÍ;PR;1883
4125100;78778;SÃO JOÃO DO TRIUNFO;PR;791
4125209;78816;SÃO JORGE D'OESTE;PR;1905
4125308;78794;SÃO JORGE DO IVAÍ;PR;1033
4125357;79995;SÃO JORGE DO PATROCÍNIO;PR;1315
4125407;78832;SÃO JOSÉ DA BOA VISTA;PR;591
4125456;84719;SÃO JOSÉ DAS PALMEIRAS;PR;464
4125506;78859;SÃO JOSÉ DOS PINHAIS;PR;30786
4125555;74845;SÃO MANOEL DO PARANÁ;PR;326
4125605;78875;SÃO MATEUS DO SUL;PR;4073
4125704;78891;SÃO MIGUEL DO IGUAÇU;PR;4650
4125753;74861;SÃO PEDRO DO IGUAÇU;PR;968
4125803;78913;SÃO PEDRO DO IVAÍ;PR;1394
4125902;78930;SÃO PEDRO DO PARANÁ;PR;628
4126009;78956;SÃO SEBASTIÃO DA AMOREIRA;PR;1456
4126108;78972;SÃO TOMÉ;PR;868
4126207;78999;SAPOPEMA;PR;788
4126256;84611;SARANDI;PR;12707
4126272;75060;SAUDADE DO IGUAÇU;PR;751
4126306;79014;SENGÉS;PR;2129
4126355;75647;SERRANÓPOLIS DO IGUAÇU;PR;877
4126405;79030;SERTANEJA;PR;1394
4126504;79057;SERTANÓPOLIS;PR;3187
4126603;79073;SIQUEIRA CAMPOS;PR;3849
4126652;75787;SULINA;PR;421
4126678;75663;TAMARANA;PR;1414
4126702;79090;TAMBOARA;PR;867
4126801;79111;TAPEJARA;PR;2419
4126900;79731;TAPIRA;PR;1190
4127007;79138;TEIXEIRA SOARES;PR;1024
4127106;79154;TELÊMACO BORBA;PR;8492
4127205;79170;TERRA BOA;PR;2909
4127304;79197;TERRA RICA;PR;3327
4127403;79219;TERRA ROXA;PR;3034
4127502;79235;TIBAGI;PR;2360
4127601;79251;TIJUCAS DO SUL;PR;2293
4127700;79278;TOLEDO;PR;16660
4127809;79294;TOMAZINA;PR;778
4127858;79871;TRÊS BARRAS DO PARANÁ;PR;1187
4127882;74888;TUNAS DO PARANÁ;PR;785
4127908;79316;TUNEIRAS DO OESTE;PR;1171
4127957;79936;TUPÃSSI;PR;1590
4127965;84530;TURVO;PR;865
4128005;79332;UBIRATÃ;PR;4135
4128104;79359;UMUARAMA;PR;18359
4128203;79375;UNIÃO DA VITÓRIA;PR;8306
4128302;79391;UNIFLOR;PR;410
4128401;79413;URAÍ;PR;1834
4128500;79430;WENCESLAU BRAZ;PR;2301
4128534;74900;VENTANIA;PR;1078
4128559;79898;VERA CRUZ DO OESTE;PR;1228
4128609;79456;VERÊ;PR;896
4128625;74926;ALTO PARAÍSO;PR;568
4128633;74942;DOUTOR ULYSSES;PR;466
4128658;74969;VIRMOND;PR;404
4128708;79472;VITORINO;PR;1565
4128807;79499;XAMBRÊ;PR;1172
4200051;80225;ABDON BATISTA;SC;410
4200101;80012;ABELARDO LUZ;SC;1919
4200200;80039;AGROLÂNDIA;SC;1707
4200309;80055;AGRONÔMICA;SC;802
4200408;80071;ÁGUA DOCE;SC;999
4200507;80098;ÁGUAS DE CHAPECÓ;SC;649
4200556;80500;ÁGUAS FRIAS;SC;284
4200606;80110;ÁGUAS MORNAS;SC;1542
4200705;80136;ALFREDO WAGNER;SC;744
4200754;81302;ALTO BELA VISTA;SC;337
4200804;80152;ANCHIETA;SC;608
4200903;80179;ANGELINA;SC;1987
4201000;80195;ANITA GARIBALDI;SC;879
4201109;80217;ANITÁPOLIS;SC;389
4201208;80233;ANTÔNIO CARLOS;SC;3163
4201257;80063;APIÚNA;SC;1666
4201273;80489;ARABUTÃ;SC;530
4201307;80250;ARAQUARI;SC;7325
4201406;80276;ARARANGUÁ;SC;11870
4201505;80292;ARMAZÉM;SC;156
4201604;80314;ARROIO TRINTA;SC;629
4201653;80802;ARVOREDO;SC;281
4201703;80330;ASCURRA;SC;1712
4201802;80357;ATALANTA;SC;352
4201901;80373;AURORA;SC;714
4201950;81728;BALNEÁRIO ARROIO DO SILVA;SC;3780
4202008;80390;BALNEÁRIO CAMBORIÚ;SC;10322
4202057;80683;BALNEÁRIO BARRA DO SUL;SC;3462
4202073;81744;BALNEÁRIO GAIVOTA;SC;3963
4202081;81582;BANDEIRANTE;SC;315
4202099;81760;BARRA BONITA;SC;132
4202107;80411;BARRA VELHA;SC;7501
4202131;81221;BELA VISTA DO TOLDO;SC;382
4202156;80748;BELMONTE;SC;339
4202206;80438;BENEDITO NOVO;SC;1268
4202305;80454;BIGUAÇU;SC;10120
4202404;80470;BLUMENAU;SC;39881
4202438;81280;BOCAINA DO SUL;SC;401
4202453;80985;BOMBINHAS;SC;5082
4202503;83895;BOM JARDIM DA SERRA;SC;664
4202537;81388;BOM JESUS;SC;591
4202578;81469;BOM JESUS DO OESTE;SC;297
4202602;80497;BOM RETIRO;SC;1037
4202701;80519;BOTUVERÁ;SC;939
4202800;80535;BRAÇO DO NORTE;SC;4885
4202859;80420;BRAÇO DO TROMBUDO;SC;587
4202875;81787;BRUNÓPOLIS;SC;448
4202909;80551;BRUSQUE;SC;15241
4203006;80578;CAÇADOR;SC;8694
4203105;80594;CAIBI;SC;921
4203154;80667;CALMON;SC;369
4203204;80616;CAMBORIÚ;SC;6920
4203253;81248;CAPÃO ALTO;SC;297
4203303;80632;CAMPO ALEGRE;SC;3811
4203402;80659;CAMPO BELO DO SUL;SC;787
4203501;80675;CAMPO ERÊ;SC;1376
4203600;80691;CAMPOS NOVOS;SC;6634
4203709;80713;CANELINHA;SC;2195
4203808;80730;CANOINHAS;SC;7997
4203907;80756;CAPINZAL;SC;4302
4203956;81027;CAPIVARI DE BAIXO;SC;3440
4204004;80772;CATANDUVAS;SC;2356
4204103;80799;CAXAMBU DO SUL;SC;467
4204152;80268;CELSO RAMOS;SC;394
4204178;80381;CERRO NEGRO;SC;192
4204194;81701;CHAPADÃO DO LAGEADO;SC;140
4204202;80810;CHAPECÓ;SC;26509
4204251;80306;COCAL DO SUL;SC;4767
4204301;80837;CONCÓRDIA;SC;11911
4204350;81043;CORDILHEIRA ALTA;SC;601
4204400;80853;CORONEL FREITAS;SC;1295
4204459;81108;CORONEL MARTINS;SC;209
4204509;80870;CORUPÁ;SC;2958
4204558;83950;CORREIA PINTO;SC;1985
4204608;80896;CRICIÚMA;SC;31493
4204707;80918;CUNHA PORÃ;SC;1308
4204756;81620;CUNHATAÍ;SC;345
4204806;80934;CURITIBANOS;SC;5671
4204905;80950;DESCANSO;SC;1264
4205001;80977;DIONÍSIO CERQUEIRA;SC;2225
4205100;80993;DONA EMMA;SC;669
4205159;80080;DOUTOR PEDRINHO;SC;627
4205175;81426;ENTRE RIOS;SC;241
4205191;81167;ERMO;SC;865
4205209;81019;ERVAL VELHO;SC;1082
4205308;81035;FAXINAL DOS GUEDES;SC;1560
4205357;81604;FLOR DO SERTÃO;SC;238
4205407;81051;FLORIANÓPOLIS;SC;52950
4205431;80888;FORMOSA DO SUL;SC;356
4205456;81060;FORQUILHINHA;SC;7068
4205506;81078;FRAIBURGO;SC;5188
4205555;81329;FREI ROGÉRIO;SC;286
4205605;81094;GALVÃO;SC;493
4205704;81132;GAROPABA;SC;6176
4205803;81159;GARUVA;SC;3185
4205902;81175;GASPAR;SC;11202
4206009;81116;GOVERNADOR CELSO RAMOS;SC;3776
4206108;81191;GRÃO-PARÁ;SC;832
4206207;81213;GRAVATAL;SC;4503
4206306;81230;GUABIRUBA;SC;3966
4206405;81256;GUARACIABA;SC;1334
4206504;81272;GUARAMIRIM;SC;7081
4206603;81299;GUARUJÁ DO SUL;SC;865
4206652;80527;GUATAMBÚ;SC;1172
4206702;81310;HERVAL D'OESTE;SC;3138
4206751;81400;IBIAM;SC;260
4206801;81337;IBICARÉ;SC;585
4206900;81353;IBIRAMA;SC;3487
4207007;81370;IÇARA;SC;12137
4207106;81396;ILHOTA;SC;2959
4207205;81418;IMARUÍ;SC;2835
4207304;81434;IMBITUBA;SC;11001
4207403;81450;IMBUIA;SC;788
4207502;81477;INDAIAL;SC;8214
4207577;81361;IOMERÊ;SC;726
4207601;81493;IPIRA;SC;722
4207650;80020;IPORÃ DO OESTE;SC;1703
4207684;80829;IPUAÇU;SC;498
4207700;81515;IPUMIRIM;SC;901
4207759;80187;IRACEMINHA;SC;521
4207809;81531;IRANI;SC;1593
4207858;80861;IRATI;SC;183
4207908;81558;IRINEÓPOLIS;SC;1319
4208005;81574;ITÁ;SC;1461
4208104;81590;ITAIÓPOLIS;SC;2775
4208203;81612;ITAJAÍ;SC;21845
4208302;81639;ITAPEMA;SC;7037
4208401;81655;ITAPIRANGA;SC;2000
4208450;81663;ITAPOÁ;SC;7626
4208500;81671;ITUPORANGA;SC;3047
4208609;81698;JABORÁ;SC;626
4208708;81710;JACINTO MACHADO;SC;109
4208807;81736;JAGUARUNA;SC;9958
4208906;81752;JARAGUÁ DO SUL;SC;23920
4208955;81140;JARDINÓPOLIS;SC;205
4209003;81779;JOAÇABA;SC;6266
4209102;81795;JOINVILLE;SC;56477
4209151;80101;JOSÉ BOITEUX;SC;603
4209177;81540;JUPIÁ;SC;300
4209201;81817;LACERDÓPOLIS;SC;459
4209300;81833;LAGES;SC;21367
4209409;81850;LAGUNA;SC;8363
4209458;80586;LAJEADO GRANDE;SC;307
4209508;81876;LAURENTINO;SC;1346
4209607;81892;LAURO MÜLLER;SC;3084
4209706;81914;LEBON RÉGIS;SC;1160
4209805;81930;LEOBERTO LEAL;SC;642
4209854;80047;LINDÓIA DO SUL;SC;679
4209904;81957;LONTRAS;SC;2482
4210001;81973;LUÍS ALVES;SC;3113
4210035;81809;LUZERNA;SC;1335
4210050;80900;MACIEIRA;SC;170
4210100;81990;MAFRA;SC;9657
4210209;82015;MAJOR GERCINO;SC;961
4210308;82031;MAJOR VIEIRA;SC;719
4210407;83917;MARACAJÁ;SC;1754
4210506;82058;MARAVILHA;SC;4205
4210555;82066;MAREMA;SC;280
4210605;82074;MASSARANDUBA;SC;3075
4210704;82090;MATOS COSTA;SC;313
4210803;82112;MELEIRO;SC;2322
4210852;80365;MIRIM DOCE;SC;241
4210902;82139;MODELO;SC;671
4211009;82155;MONDAÍ;SC;1527
4211058;80004;MONTE CARLO;SC;1054
4211108;82171;MONTE CASTELO;SC;1090
4211207;82198;MORRO DA FUMAÇA;SC;2698
4211256;81086;MORRO GRANDE;SC;1341
4211306;82210;NAVEGANTES;SC;8595
4211405;82236;NOVA ERECHIM;SC;884
4211454;80322;NOVA ITABERABA;SC;633
4211504;82252;NOVA TRENTO;SC;3298
4211603;82279;NOVA VENEZA;SC;4886
4211652;80764;NOVO HORIZONTE;SC;291
4211702;82295;ORLEANS;SC;3771
4211751;83976;OTACÍLIO COSTA;SC;2533
4211801;82317;OURO;SC;1017
4211850;80845;OURO VERDE;SC;266
4211876;81442;PAIAL;SC;192
4211892;81264;PAINEL;SC;225
4211900;82333;PALHOÇA;SC;25506
4212007;82350;PALMA SOLA;SC;1295
4212056;81566;PALMEIRA;SC;241
4212106;82376;PALMITOS;SC;2381
4212205;82392;PAPANDUVA;SC;2876
4212239;80705;PARAÍSO;SC;424
4212254;80403;PASSO DE TORRES;SC;90
4212270;80624;PASSOS MAIA;SC;366
4212304;82414;PAULO LOPES;SC;2422
4212403;82430;PEDRAS GRANDES;SC;946
4212502;82457;PENHA;SC;6220
4212601;82473;PERITIBA;SC;548
4212650;83925;PESCARIA BRAVA;SC;1981
4212700;82490;PETROLÂNDIA;SC;683
4212809;82511;BALNEÁRIO PIÇARRAS;SC;4943
4212908;82538;PINHALZINHO;SC;3049
4213005;82554;PINHEIRO PRETO;SC;658
4213104;82570;PIRATUBA;SC;979
4213153;80543;PLANALTO ALEGRE;SC;287
4213203;82597;POMERODE;SC;7183
4213302;82619;PONTE ALTA;SC;792
4213351;80926;PONTE ALTA DO NORTE;SC;572
4213401;82635;PONTE SERRADA;SC;1502
4213500;82651;PORTO BELO;SC;3694
4213609;82678;PORTO UNIÃO;SC;4503
4213708;82694;POUSO REDONDO;SC;1920
4213807;82716;PRAIA GRANDE;SC;595
4213906;82732;PRESIDENTE CASTELO BRANCO;SC;225
4214003;82759;PRESIDENTE GETÚLIO;SC;2339
4214102;82775;PRESIDENTE NEREU;SC;273
4214151;81647;PRINCESA;SC;366
4214201;82791;QUILOMBO;SC;1235
4214300;82813;RANCHO QUEIMADO;SC;1959
4214409;82830;RIO DAS ANTAS;SC;1015
4214508;82856;RIO DO CAMPO;SC;628
4214607;82872;RIO DO OESTE;SC;1123
4214706;82899;RIO DOS CEDROS;SC;2610
4214805;82910;RIO DO SUL;SC;10329
4214904;82937;RIO FORTUNA;SC;857
4215000;82953;RIO NEGRINHO;SC;6517
4215059;80608;RIO RUFINO;SC;264
4215075;80560;RIQUEZA;SC;658
4215109;82970;RODEIO;SC;2247
4215208;82996;ROMELÂNDIA;SC;606
4215307;83011;SALETE;SC;1017
4215356;81523;SALTINHO;SC;312
4215406;83038;SALTO VELOSO;SC;730
4215455;81000;SANGÃO;SC;2127
4215505;83054;SANTA CECÍLIA;SC;2090
4215554;80721;SANTA HELENA;SC;327
4215604;83070;SANTA ROSA DE LIMA;SC;76
4215653;80241;SANTA ROSA DO SUL;SC;1735
4215679;80349;SANTA TEREZINHA;SC;563
4215687;81205;SANTIAGO DO SUL;SC;224
4215695;81507;SANTA TEREZINHA DO PROGRESSO;SC;192
4215703;83097;SANTO AMARO DA IMPERATRIZ;SC;4405
4215752;81485;SÃO BERNARDINO;SC;229
4215802;83119;SÃO BENTO DO SUL;SC;14114
4216008;83151;SÃO CARLOS;SC;1394
4216057;80942;SÃO CRISTÓVÃO DO SUL;SC;766
4216107;83178;SÃO DOMINGOS;SC;1532
4216206;83194;SÃO FRANCISCO DO SUL;SC;11991
4216255;80640;SÃO JOÃO DO OESTE;SC;824
4216305;83216;SÃO JOÃO BATISTA;SC;3761
4216354;81124;SÃO JOÃO DO ITAPERIÚ;SC;1209
4216404;83232;SÃO JOÃO DO SUL;SC;913
4216503;83259;SÃO JOAQUIM;SC;3006
4216602;83275;SÃO JOSÉ;SC;22712
4216701;83291;SÃO JOSÉ DO CEDRO;SC;2239
4216800;83313;SÃO JOSÉ DO CERRITO;SC;694
4216909;83330;SÃO LOURENÇO DO OESTE;SC;4464
4217006;83356;SÃO LUDGERO;SC;3
4217154;80780;SÃO MIGUEL DA BOA VISTA;SC;165
4217204;83399;SÃO MIGUEL DO OESTE;SC;6798
4217253;81183;SÃO PEDRO DE ALCÂNTARA;SC;1488
4217303;83410;SAUDADES;SC;1254
4217402;83437;SCHROEDER;SC;3405
4217501;83453;SEARA;SC;2536
4217550;80284;SERRA ALTA;SC;599
4217600;83470;SIDERÓPOLIS;SC;4223
4217709;83496;SOMBRIO;SC;4305
4217758;80446;SUL BRASIL;SC;237
4217808;83518;TAIÓ;SC;2795
4217907;83534;TANGARÁ;SC;1116
4217956;81680;TIGRINHOS;SC;280
4218004;83550;TIJUCAS;SC;6371
4218103;83933;TIMBÉ DO SUL;SC;1452
4218202;83577;TIMBÓ;SC;6997
4218251;80209;TIMBÓ GRANDE;SC;867
4218301;83593;TRÊS BARRAS;SC;2698
4218350;81345;TREVISO;SC;1627
4218400;83615;TREZE DE MAIO;SC;1781
4218509;83631;TREZE TÍLIAS;SC;1499
4218608;83658;TROMBUDO CENTRAL;SC;1384
4218707;83674;TUBARÃO;SC;18829
4218756;83682;TUNÁPOLIS;SC;632
4218806;83690;TURVO;SC;3582
4218855;80144;UNIÃO DO OESTE;SC;386
4218905;83712;URUBICI;SC;1862
4218954;80160;URUPEMA;SC;298
4219002;83739;URUSSANGA;SC;5573
4219101;83755;VARGEÃO;SC;552
4219150;80462;VARGEM;SC;492
4219176;80969;VARGEM BONITA;SC;916
4219200;83771;VIDAL RAMOS;SC;584
4219309;83798;VIDEIRA;SC;8307
4219358;80128;VITOR MEIRELES;SC;731
4219408;83810;WITMARSUM;SC;729
4219507;83836;XANXERÊ;SC;7710
4219606;83852;XAVANTINA;SC;435
4219705;83879;XAXIM;SC;4485
4219853;81825;ZORTÉA;SC;1143
4220000;83909;BALNEÁRIO RINCÃO;SC;6382
4300059;84948;ÁGUA SANTA;RS;10
4300208;85030;AJURICABA;RS;11
4300307;85057;ALECRIM;RS;207
4300471;89001;ALMIRANTE TAMANDARÉ DO SUL;RS;55
4300505;85090;ALPESTRE;RS;185
4300554;84808;ALTO ALEGRE;RS;34
4300604;85111;ALVORADA;RS;11417
4300638;86045;AMARAL FERRADOR;RS;1038
4300646;86304;AMETISTA DO SUL;RS;678
4300851;86320;ARAMBARÉ;RS;1730
4301008;85197;ARROIO DO MEIO;RS;227
4301057;85308;ARROIO DO SAL;RS;6598
4301073;89028;ARROIO DO PADRE;RS;1012
4301107;85219;ARROIO DOS RATOS;RS;2473
4301305;85251;ARROIO GRANDE;RS;3394
4301503;85294;AUGUSTO PESTANA;RS;145
4301602;85316;BAGÉ;RS;16946
4301636;88927;BALNEÁRIO PINHAL;RS;5544
4301651;86223;BARÃO;RS;1449
4301750;86347;BARÃO DO TRIUNFO;RS;567
4301909;85375;BARRA DO RIBEIRO;RS;2325
4301925;86380;BARRA DO RIO AZUL;RS;1
4302006;85391;BARROS CASSAL;RS;15
4302154;86428;BOA VISTA DAS MISSÕES;RS;388
4302238;89060;BOA VISTA DO INCRA;RS;27
4302253;88161;BOA VISTA DO SUL;RS;584
